customer_id,signup_date,acquisition_channel
C108884,2025-01-22,Influencer
C108885,2024-12-31,Influencer
C108886,2025-10-24,Meta Ads
C108887,2025-04-22,Organic
C108888,2025-01-22,Google Ads
C108889,2024-11-25,Meta Ads
C108890,2026-02-06,Google Ads
C108891,2024-12-10,Google Ads
C108892,2025-07-24,Meta Ads
C108893,2025-11-07,Influencer
C108894,2024-11-03,Meta Ads
C108895,2025-10-19,Meta Ads
C108896,2025-09-23,Meta Ads
C108897,2025-08-14,Organic
C108898,2025-01-11,Google Ads
C108899,2025-08-04,Meta Ads
C108900,2025-02-16,Influencer
C108901,2025-03-24,Google Ads
C108902,2025-09-26,Referral
C108903,2024-11-23,Google Ads
C108904,2025-03-07,Referral
C108905,2025-04-27,Referral
C108906,2024-10-11,Referral
C108907,2025-09-12,Google Ads
C108908,2026-01-08,Meta Ads
C108909,2025-06-14,Meta Ads
C108910,2025-07-30,Google Ads
C108911,2025-04-25,Meta Ads
C108912,2025-06-29,Organic
C108913,2025-04-17,Organic
C108914,2024-11-08,Meta Ads
C108915,2025-04-12,Google Ads
C108916,2026-02-05,Google Ads
C108917,2025-12-30,Google Ads
C108918,2024-10-30,Referral
C108919,2025-01-21,Meta Ads
C108920,2024-11-04,Google Ads
C108921,2025-04-24,Google Ads
C108922,2024-12-28,Influencer
C108923,2024-10-31,Meta Ads
C108924,2025-06-07,Influencer
C108925,2025-08-17,Google Ads
C108926,2025-08-25,Influencer
C108927,2025-03-03,Influencer
C108928,2026-01-16,Organic
C108929,2026-01-20,Meta Ads
C108930,2025-09-11,Meta Ads
C108931,2025-05-02,Meta Ads
C108932,2025-10-18,Meta Ads
C108933,2025-05-09,Influencer
C108934,2025-07-01,Meta Ads
C108935,2025-11-04,Organic
C108936,2025-03-08,Meta Ads
C108937,2025-10-26,Organic
C108938,2025-05-18,Influencer
C108939,2024-11-11,Referral
C108940,2024-12-21,Google Ads
C108941,2025-11-02,Influencer
C108942,2025-03-30,Google Ads
C108943,2025-09-06,Google Ads
C108944,2025-10-23,Meta Ads
C108945,2026-02-12,Referral
C108946,2025-11-06,Meta Ads
C108947,2025-06-29,Meta Ads
C108948,2024-11-25,Google Ads
C108949,2025-11-29,Meta Ads
C108950,2025-04-02,Influencer
C108951,2025-08-05,Influencer
C108952,2025-08-30,Google Ads
C108953,2024-12-08,Meta Ads
C108954,2025-06-15,Meta Ads
C108955,2024-11-14,Referral
C108956,2025-03-09,Meta Ads
C108957,2025-09-13,Organic
C108958,2024-12-27,Influencer
C108959,2025-09-23,Meta Ads
C108960,2026-02-07,Meta Ads
C108961,2024-10-19,Meta Ads
C108962,2025-03-27,Google Ads
C108963,2025-04-28,Meta Ads
C108964,2026-01-20,Influencer
C108965,2025-09-12,Google Ads
C108966,2024-11-20,Meta Ads
C108967,2025-05-18,Influencer
C108968,2025-12-16,Meta Ads
C108969,2025-11-01,Referral
C108970,2024-11-20,Meta Ads
C108971,2025-02-13,Referral
C108972,2025-07-11,Organic
C108973,2025-02-16,Google Ads
C108974,2025-01-08,Google Ads
C108975,2024-10-29,Meta Ads
C108976,2026-02-05,Referral
C108977,2025-06-23,Meta Ads
C108978,2025-09-25,Google Ads
C108979,2025-05-25,Meta Ads
C108980,2026-01-06,Influencer
C108981,2025-04-27,Google Ads
C108982,2026-01-01,Google Ads
C108983,2025-12-17,Referral
C108984,2024-10-24,Meta Ads
C108985,2025-10-14,Meta Ads
C108986,2024-10-02,Meta Ads
C108987,2025-08-25,Google Ads
C108988,2025-03-14,Meta Ads
C108989,2025-02-19,Meta Ads
C108990,2025-09-13,Meta Ads
C108991,2025-01-26,Meta Ads
C108992,2025-07-24,Organic
C108993,2025-02-14,Influencer
C108994,2026-01-13,Organic
C108995,2025-01-28,Google Ads
C108996,2024-11-15,Google Ads
C108997,2025-06-23,Meta Ads
C108998,2025-05-21,Influencer
C108999,2025-09-15,Google Ads
C109000,2025-01-19,Google Ads
C109001,2025-11-02,Referral
C109002,2026-01-07,Google Ads
C109003,2025-04-02,Google Ads
C109004,2025-05-30,Organic
C109005,2025-04-21,Meta Ads
C109006,2025-01-01,Referral
C109007,2025-05-23,Influencer
C109008,2025-11-28,Google Ads
C109009,2026-01-06,Google Ads
C109010,2024-12-14,Organic
C109011,2025-07-05,Influencer
C109012,2025-03-27,Meta Ads
C109013,2025-09-07,Influencer
C109014,2025-09-09,Organic
C109015,2025-03-03,Google Ads
C109016,2025-10-08,Influencer
C109017,2025-11-17,Meta Ads
C109018,2025-08-01,Meta Ads
C109019,2025-12-19,Organic
C109020,2026-01-06,Google Ads
C109021,2026-02-03,Google Ads
C109022,2025-06-13,Meta Ads
C109023,2024-11-26,Meta Ads
C109024,2025-12-04,Google Ads
C109025,2025-12-25,Google Ads
C109026,2025-07-18,Google Ads
C109027,2026-02-10,Influencer
C109028,2025-05-26,Google Ads
C109029,2024-10-01,Organic
C109030,2025-08-16,Meta Ads
C109031,2025-05-15,Google Ads
C109032,2025-12-18,Influencer
C109033,2025-04-21,Influencer
C109034,2025-07-27,Meta Ads
C109035,2025-06-03,Google Ads
C109036,2024-11-17,Google Ads
C109037,2025-12-08,Meta Ads
C109038,2026-01-11,Meta Ads
C109039,2025-10-24,Influencer
C109040,2026-01-18,Influencer
C109041,2026-02-10,Meta Ads
C109042,2025-02-12,Google Ads
C109043,2025-09-05,Influencer
C109044,2024-11-24,Google Ads
C109045,2025-07-13,Google Ads
C109046,2025-02-16,Influencer
C109047,2024-10-30,Influencer
C109048,2025-01-01,Google Ads
C109049,2025-08-10,Meta Ads
C109050,2025-05-11,Meta Ads
C109051,2025-04-07,Meta Ads
C109052,2025-08-18,Meta Ads
C109053,2025-04-21,Referral
C109054,2024-10-03,Meta Ads
C109055,2025-09-10,Meta Ads
C109056,2025-08-04,Referral
C109057,2025-01-06,Google Ads
C109058,2025-06-22,Google Ads
C109059,2025-07-22,Meta Ads
C109060,2025-07-05,Google Ads
C109061,2024-10-28,Organic
C109062,2024-10-30,Google Ads
C109063,2026-01-19,Organic
C109064,2025-07-14,Influencer
C109065,2025-12-06,Organic
C109066,2026-01-08,Google Ads
C109067,2025-06-13,Meta Ads
C109068,2025-04-24,Google Ads
C109069,2025-07-20,Google Ads
C109070,2025-04-07,Referral
C109071,2026-01-03,Influencer
C109072,2025-06-28,Google Ads
C109073,2025-01-17,Organic
C109074,2025-02-02,Meta Ads
C109075,2025-02-23,Influencer
C109076,2026-01-14,Influencer
C109077,2026-01-29,Google Ads
C109078,2025-12-08,Referral
C109079,2025-11-23,Meta Ads
C109080,2025-05-25,Meta Ads
C109081,2025-04-24,Meta Ads
C109082,2025-02-02,Meta Ads
C109083,2025-03-07,Meta Ads
C109084,2025-01-24,Google Ads
C109085,2024-12-12,Meta Ads
C109086,2025-01-02,Google Ads
C109087,2025-01-30,Meta Ads
C109088,2025-10-31,Influencer
C109089,2025-09-26,Google Ads
C109090,2025-11-26,Referral
C109091,2025-07-08,Google Ads
C109092,2024-10-11,Referral
C109093,2025-12-24,Google Ads
C109094,2025-07-27,Meta Ads
C109095,2025-03-08,Referral
C109096,2025-02-23,Influencer
C109097,2025-07-14,Meta Ads
C109098,2025-05-07,Referral
C109099,2025-09-16,Influencer
C109100,2025-04-07,Google Ads
C109101,2025-11-02,Organic
C109102,2026-02-10,Referral
C109103,2025-05-12,Meta Ads
C109104,2024-11-30,Influencer
C109105,2025-01-06,Influencer
C109106,2025-01-26,Google Ads
C109107,2025-01-31,Influencer
C109108,2025-12-12,Google Ads
C109109,2024-10-23,Organic
C109110,2025-01-07,Google Ads
C109111,2024-11-24,Organic
C109112,2024-11-25,Google Ads
C109113,2026-01-01,Google Ads
C109114,2024-11-10,Meta Ads
C109115,2024-11-09,Meta Ads
C109116,2025-09-13,Google Ads
C109117,2025-02-11,Google Ads
C109118,2025-03-24,Meta Ads
C109119,2025-06-12,Organic
C109120,2024-12-25,Meta Ads
C109121,2025-06-21,Meta Ads
C109122,2025-06-03,Meta Ads
C109123,2026-01-30,Meta Ads
C109124,2025-05-22,Influencer
C109125,2025-08-01,Meta Ads
C109126,2026-02-05,Organic
C109127,2025-10-19,Referral
C109128,2025-02-27,Meta Ads
C109129,2025-05-06,Organic
C109130,2025-09-20,Influencer
C109131,2026-01-11,Organic
C109132,2025-10-09,Influencer
C109133,2024-10-02,Influencer
C109134,2026-02-02,Meta Ads
C109135,2025-06-17,Meta Ads
C109136,2025-10-12,Google Ads
C109137,2025-12-31,Meta Ads
C109138,2026-01-08,Organic
C109139,2025-06-30,Google Ads
C109140,2025-12-18,Google Ads
C109141,2026-01-30,Meta Ads
C109142,2024-12-19,Influencer
C109143,2025-08-29,Organic
C109144,2026-01-23,Meta Ads
C109145,2025-05-27,Meta Ads
C109146,2024-10-22,Google Ads
C109147,2025-07-25,Organic
C109148,2025-03-15,Google Ads
C109149,2025-04-26,Referral
C109150,2025-12-12,Meta Ads
C109151,2025-09-11,Meta Ads
C109152,2025-06-19,Organic
C109153,2026-01-17,Influencer
C109154,2025-09-22,Influencer
C109155,2025-06-22,Influencer
C109156,2025-01-18,Referral
C109157,2025-09-14,Influencer
C109158,2026-01-31,Google Ads
C109159,2025-11-04,Google Ads
C109160,2025-09-04,Meta Ads
C109161,2025-12-04,Organic
C109162,2025-01-22,Organic
C109163,2024-12-16,Meta Ads
C109164,2025-10-17,Meta Ads
C109165,2025-12-28,Organic
C109166,2025-05-13,Google Ads
C109167,2025-06-10,Influencer
C109168,2025-12-02,Google Ads
C109169,2025-05-11,Meta Ads
C109170,2025-11-27,Google Ads
C109171,2025-01-02,Organic
C109172,2024-11-19,Meta Ads
C109173,2025-08-19,Meta Ads
C109174,2024-12-06,Meta Ads
C109175,2025-01-23,Google Ads
C109176,2024-10-13,Google Ads
C109177,2026-01-07,Organic
C109178,2025-06-06,Meta Ads
C109179,2024-12-31,Referral
C109180,2025-02-23,Organic
C109181,2025-11-02,Google Ads
C109182,2025-09-08,Meta Ads
C109183,2026-01-19,Meta Ads
C109184,2025-06-25,Organic
C109185,2025-01-17,Meta Ads
C109186,2025-08-31,Organic
C109187,2025-06-26,Google Ads
C109188,2025-04-16,Meta Ads
C109189,2025-05-17,Google Ads
C109190,2025-10-13,Meta Ads
C109191,2025-03-31,Google Ads
C109192,2025-03-28,Google Ads
C109193,2025-04-23,Google Ads
C109194,2025-11-25,Meta Ads
C109195,2025-06-04,Google Ads
C109196,2025-09-15,Meta Ads
C109197,2026-01-10,Organic
C109198,2025-04-24,Influencer
C109199,2025-05-05,Influencer
C109200,2025-10-06,Google Ads
C109201,2025-09-09,Google Ads
C109202,2024-10-22,Influencer
C109203,2024-10-27,Influencer
C109204,2024-12-07,Google Ads
C109205,2025-01-12,Meta Ads
C109206,2025-06-25,Influencer
C109207,2025-12-30,Organic
C109208,2026-02-04,Google Ads
C109209,2025-10-19,Meta Ads
C109210,2026-01-18,Organic
C109211,2025-07-14,Influencer
C109212,2024-12-18,Google Ads
C109213,2025-07-05,Referral
C109214,2025-12-13,Organic
C109215,2025-10-14,Meta Ads
C109216,2025-05-30,Organic
C109217,2025-02-18,Meta Ads
C109218,2025-12-31,Influencer
C109219,2025-01-14,Meta Ads
C109220,2024-11-27,Organic
C109221,2025-05-04,Meta Ads
C109222,2025-02-05,Meta Ads
C109223,2025-11-26,Influencer
C109224,2025-09-24,Meta Ads
C109225,2025-11-28,Meta Ads
C109226,2026-01-03,Google Ads
C109227,2025-08-01,Meta Ads
C109228,2025-05-18,Referral
C109229,2025-08-11,Meta Ads
C109230,2025-08-26,Google Ads
C109231,2025-01-16,Meta Ads
C109232,2024-10-27,Organic
C109233,2025-07-20,Referral
C109234,2025-03-08,Influencer
C109235,2025-11-23,Organic
C109236,2025-03-17,Influencer
C109237,2025-10-09,Referral
C109238,2025-07-02,Meta Ads
C109239,2025-10-19,Google Ads
C109240,2025-10-16,Referral
C109241,2025-04-30,Meta Ads
C109242,2024-12-01,Organic
C109243,2024-10-02,Organic
C109244,2025-10-01,Google Ads
C109245,2024-10-26,Meta Ads
C109246,2025-03-08,Organic
C109247,2025-01-06,Influencer
C109248,2025-11-16,Meta Ads
C109249,2024-12-31,Influencer
C109250,2024-12-15,Google Ads
C109251,2025-02-23,Meta Ads
C109252,2025-11-09,Organic
C109253,2025-02-06,Google Ads
C109254,2024-12-21,Meta Ads
C109255,2026-02-11,Influencer
C109256,2025-08-19,Meta Ads
C109257,2025-09-16,Meta Ads
C109258,2025-06-30,Google Ads
C109259,2025-02-02,Meta Ads
C109260,2025-01-16,Meta Ads
C109261,2025-06-29,Google Ads
C109262,2025-01-22,Google Ads
C109263,2024-12-16,Meta Ads
C109264,2026-01-11,Meta Ads
C109265,2025-04-13,Referral
C109266,2025-05-06,Organic
C109267,2024-12-13,Organic
C109268,2025-12-12,Meta Ads
C109269,2025-10-14,Organic
C109270,2024-11-19,Influencer
C109271,2025-06-26,Referral
C109272,2024-10-11,Organic
C109273,2025-08-12,Organic
C109274,2025-05-30,Meta Ads
C109275,2025-07-04,Organic
C109276,2025-10-27,Influencer
C109277,2025-10-21,Google Ads
C109278,2025-08-28,Google Ads
C109279,2024-10-20,Influencer
C109280,2025-10-27,Influencer
C109281,2025-03-19,Google Ads
C109282,2025-05-08,Meta Ads
C109283,2025-01-14,Meta Ads
C109284,2025-04-30,Meta Ads
C109285,2026-01-31,Organic
C109286,2024-10-23,Google Ads
C109287,2025-03-31,Influencer
C109288,2024-12-22,Meta Ads
C109289,2025-10-08,Meta Ads
C109290,2024-11-17,Google Ads
C109291,2025-01-01,Meta Ads
C109292,2025-12-22,Meta Ads
C109293,2024-11-22,Influencer
C109294,2025-02-17,Influencer
C109295,2025-10-10,Meta Ads
C109296,2024-11-29,Google Ads
C109297,2026-02-12,Influencer
C109298,2025-09-23,Meta Ads
C109299,2024-12-05,Google Ads
C109300,2024-11-02,Google Ads
C109301,2025-11-01,Meta Ads
C109302,2025-11-24,Meta Ads
C109303,2025-07-04,Meta Ads
C109304,2025-12-01,Google Ads
C109305,2025-12-31,Meta Ads
C109306,2025-09-02,Influencer
C109307,2025-03-27,Google Ads
C109308,2025-09-05,Google Ads
C109309,2025-04-08,Google Ads
C109310,2025-05-25,Google Ads
C109311,2025-10-22,Meta Ads
C109312,2025-04-23,Meta Ads
C109313,2025-12-28,Meta Ads
C109314,2025-10-04,Organic
C109315,2025-11-17,Google Ads
C109316,2026-01-31,Influencer
C109317,2025-09-21,Google Ads
C109318,2025-08-13,Organic
C109319,2025-09-01,Organic
C109320,2025-04-05,Meta Ads
C109321,2025-06-07,Influencer
C109322,2024-10-03,Google Ads
C109323,2025-05-10,Meta Ads
C109324,2025-08-27,Google Ads
C109325,2025-06-16,Meta Ads
C109326,2025-07-19,Meta Ads
C109327,2025-03-15,Influencer
C109328,2025-09-03,Meta Ads
C109329,2025-09-27,Google Ads
C109330,2025-08-09,Meta Ads
C109331,2025-12-11,Organic
C109332,2025-10-11,Google Ads
C109333,2025-01-07,Influencer
C109334,2025-07-20,Meta Ads
C109335,2025-01-09,Meta Ads
C109336,2024-10-17,Meta Ads
C109337,2025-02-06,Meta Ads
C109338,2025-10-24,Organic
C109339,2025-12-02,Google Ads
C109340,2025-06-15,Influencer
C109341,2026-02-11,Meta Ads
C109342,2025-02-23,Meta Ads
C109343,2026-01-22,Meta Ads
C109344,2025-12-20,Organic
C109345,2025-06-14,Meta Ads
C109346,2025-01-12,Meta Ads
C109347,2025-06-09,Google Ads
C109348,2025-07-04,Referral
C109349,2025-10-14,Referral
C109350,2025-07-13,Influencer
C109351,2025-01-27,Google Ads
C109352,2026-01-06,Meta Ads
C109353,2025-02-06,Google Ads
C109354,2025-07-30,Google Ads
C109355,2025-09-11,Google Ads
C109356,2025-03-18,Organic
C109357,2025-08-27,Google Ads
C109358,2025-05-11,Referral
C109359,2025-09-24,Meta Ads
C109360,2024-10-14,Organic
C109361,2025-08-28,Meta Ads
C109362,2026-01-19,Meta Ads
C109363,2025-11-10,Google Ads
C109364,2026-02-04,Organic
C109365,2025-07-01,Meta Ads
C109366,2024-12-17,Meta Ads
C109367,2025-10-07,Influencer
C109368,2024-10-06,Influencer
C109369,2025-04-29,Organic
C109370,2025-08-06,Influencer
C109371,2025-07-12,Meta Ads
C109372,2025-05-13,Google Ads
C109373,2025-06-22,Meta Ads
C109374,2024-12-05,Meta Ads
C109375,2024-10-03,Google Ads
C109376,2025-01-16,Google Ads
C109377,2025-08-05,Google Ads
C109378,2025-10-18,Meta Ads
C109379,2025-01-21,Influencer
C109380,2026-02-12,Meta Ads
C109381,2025-05-22,Organic
C109382,2025-01-18,Google Ads
C109383,2024-12-21,Google Ads
C109384,2026-01-22,Meta Ads
C109385,2025-01-03,Influencer
C109386,2025-06-22,Google Ads
C109387,2025-12-04,Influencer
C109388,2025-02-23,Google Ads
C109389,2026-01-07,Organic
C109390,2025-04-28,Meta Ads
C109391,2026-02-02,Google Ads
C109392,2024-12-20,Meta Ads
C109393,2025-05-11,Meta Ads
C109394,2025-08-10,Organic
C109395,2025-08-30,Referral
C109396,2025-11-07,Influencer
C109397,2025-11-24,Organic
C109398,2025-07-28,Google Ads
C109399,2026-01-04,Influencer
C109400,2025-07-10,Influencer
C109401,2025-04-06,Referral
C109402,2025-02-01,Influencer
C109403,2025-10-06,Organic
C109404,2026-02-03,Google Ads
C109405,2025-08-30,Organic
C109406,2025-04-14,Google Ads
C109407,2025-09-23,Google Ads
C109408,2025-03-18,Influencer
C109409,2025-07-13,Meta Ads
C109410,2024-10-18,Organic
C109411,2025-02-05,Organic
C109412,2025-06-19,Meta Ads
C109413,2024-11-07,Influencer
C109414,2025-06-25,Meta Ads
C109415,2025-06-14,Influencer
C109416,2025-10-22,Google Ads
C109417,2026-01-30,Meta Ads
C109418,2025-12-14,Referral
C109419,2025-01-11,Meta Ads
C109420,2024-12-13,Meta Ads
C109421,2025-12-16,Meta Ads
C109422,2025-10-14,Meta Ads
C109423,2025-04-26,Meta Ads
C109424,2025-12-06,Meta Ads
C109425,2024-11-25,Influencer
C109426,2025-09-10,Meta Ads
C109427,2025-02-24,Referral
C109428,2025-09-21,Meta Ads
C109429,2025-10-28,Google Ads
C109430,2026-01-14,Influencer
C109431,2026-02-09,Meta Ads
C109432,2024-11-07,Google Ads
C109433,2025-11-13,Google Ads
C109434,2025-12-07,Organic
C109435,2026-01-03,Meta Ads
C109436,2026-01-18,Organic
C109437,2024-12-16,Google Ads
C109438,2025-06-03,Meta Ads
C109439,2025-12-09,Google Ads
C109440,2025-11-05,Meta Ads
C109441,2025-04-24,Meta Ads
C109442,2025-10-07,Organic
C109443,2025-09-06,Google Ads
C109444,2025-08-25,Influencer
C109445,2025-02-28,Influencer
C109446,2026-01-15,Meta Ads
C109447,2024-12-17,Influencer
C109448,2024-10-07,Referral
C109449,2025-06-17,Referral
C109450,2025-08-27,Google Ads
C109451,2025-01-13,Referral
C109452,2024-12-11,Meta Ads
C109453,2025-12-31,Organic
C109454,2025-01-25,Influencer
C109455,2025-04-07,Influencer
C109456,2025-10-22,Organic
C109457,2025-11-23,Google Ads
C109458,2025-02-21,Organic
C109459,2024-11-07,Organic
C109460,2025-10-20,Influencer
C109461,2024-10-13,Influencer
C109462,2025-04-22,Organic
C109463,2024-11-02,Meta Ads
C109464,2025-06-16,Meta Ads
C109465,2025-09-08,Google Ads
C109466,2025-05-27,Meta Ads
C109467,2024-12-02,Organic
C109468,2025-08-04,Influencer
C109469,2025-03-16,Meta Ads
C109470,2025-07-18,Organic
C109471,2025-05-19,Meta Ads
C109472,2025-03-28,Organic
C109473,2025-09-29,Google Ads
C109474,2025-07-10,Influencer
C109475,2024-10-11,Google Ads
C109476,2025-08-17,Meta Ads
C109477,2025-08-09,Google Ads
C109478,2025-07-23,Meta Ads
C109479,2025-09-14,Organic
C109480,2025-12-26,Meta Ads
C109481,2025-06-29,Organic
C109482,2025-04-09,Organic
C109483,2025-10-10,Organic
C109484,2025-07-13,Organic
C109485,2025-09-17,Meta Ads
C109486,2025-11-24,Google Ads
C109487,2025-07-16,Meta Ads
C109488,2025-03-25,Meta Ads
C109489,2026-01-14,Meta Ads
C109490,2026-01-12,Meta Ads
C109491,2025-03-09,Referral
C109492,2025-09-05,Google Ads
C109493,2025-06-27,Google Ads
C109494,2025-12-26,Organic
C109495,2025-09-10,Meta Ads
C109496,2025-02-10,Influencer
C109497,2025-04-17,Google Ads
C109498,2025-06-01,Referral
C109499,2025-04-16,Referral
C109500,2026-02-05,Referral
C109501,2025-01-23,Referral
C109502,2025-07-31,Influencer
C109503,2025-10-04,Meta Ads
C109504,2025-05-09,Organic
C109505,2025-05-10,Meta Ads
C109506,2024-11-04,Meta Ads
C109507,2025-01-16,Referral
C109508,2025-08-10,Google Ads
C109509,2024-12-22,Meta Ads
C109510,2026-01-08,Meta Ads
C109511,2024-11-19,Influencer
C109512,2024-10-25,Meta Ads
C109513,2025-04-04,Google Ads
C109514,2025-09-27,Google Ads
C109515,2025-01-27,Influencer
C109516,2025-08-31,Influencer
C109517,2024-12-02,Meta Ads
C109518,2026-01-26,Google Ads
C109519,2026-02-10,Referral
C109520,2026-01-14,Influencer
C109521,2026-02-08,Meta Ads
C109522,2025-02-23,Google Ads
C109523,2025-02-01,Meta Ads
C109524,2025-06-09,Meta Ads
C109525,2025-08-10,Influencer
C109526,2025-06-07,Meta Ads
C109527,2025-11-16,Meta Ads
C109528,2026-01-27,Meta Ads
C109529,2025-10-31,Google Ads
C109530,2024-11-17,Google Ads
C109531,2025-06-28,Meta Ads
C109532,2026-01-23,Google Ads
C109533,2026-01-22,Influencer
C109534,2025-02-05,Influencer
C109535,2025-02-06,Influencer
C109536,2025-01-31,Google Ads
C109537,2025-09-06,Organic
C109538,2024-11-08,Meta Ads
C109539,2025-11-17,Google Ads
C109540,2025-02-21,Influencer
C109541,2025-05-29,Google Ads
C109542,2025-10-23,Google Ads
C109543,2024-10-11,Google Ads
C109544,2024-11-21,Influencer
C109545,2025-08-13,Google Ads
C109546,2025-01-21,Meta Ads
C109547,2025-11-19,Organic
C109548,2025-10-18,Influencer
C109549,2025-11-26,Google Ads
C109550,2024-12-12,Influencer
C109551,2025-05-26,Referral
C109552,2024-10-14,Organic
C109553,2026-02-08,Referral
C109554,2025-09-12,Organic
C109555,2025-04-23,Meta Ads
C109556,2025-03-05,Google Ads
C109557,2025-06-21,Organic
C109558,2025-01-03,Meta Ads
C109559,2025-12-28,Meta Ads
C109560,2025-11-05,Organic
C109561,2024-10-01,Organic
C109562,2026-01-21,Google Ads
C109563,2025-09-03,Influencer
C109564,2025-11-06,Organic
C109565,2024-11-02,Google Ads
C109566,2026-01-11,Influencer
C109567,2024-10-06,Google Ads
C109568,2026-01-21,Meta Ads
C109569,2025-08-31,Meta Ads
C109570,2025-04-10,Google Ads
C109571,2025-10-12,Google Ads
C109572,2025-03-01,Google Ads
C109573,2024-11-25,Google Ads
C109574,2025-01-01,Referral
C109575,2025-12-09,Influencer
C109576,2025-07-09,Meta Ads
C109577,2026-01-27,Meta Ads
C109578,2025-06-06,Organic
C109579,2025-01-24,Influencer
C109580,2025-01-19,Referral
C109581,2025-11-05,Meta Ads
C109582,2025-11-27,Meta Ads
C109583,2025-04-13,Organic
C109584,2024-10-11,Meta Ads
C109585,2025-10-07,Meta Ads
C109586,2026-01-21,Meta Ads
C109587,2024-11-09,Google Ads
C109588,2025-10-27,Meta Ads
C109589,2025-10-31,Meta Ads
C109590,2025-01-28,Google Ads
C109591,2026-02-08,Referral
C109592,2024-12-07,Google Ads
C109593,2026-01-04,Google Ads
C109594,2025-11-06,Referral
C109595,2025-04-29,Organic
C109596,2025-12-05,Organic
C109597,2026-01-17,Meta Ads
C109598,2025-11-05,Google Ads
C109599,2025-03-01,Influencer
C109600,2024-12-09,Meta Ads
C109601,2025-06-07,Meta Ads
C109602,2026-02-09,Google Ads
C109603,2024-11-25,Referral
C109604,2025-12-08,Referral
C109605,2025-05-21,Influencer
C109606,2025-03-03,Meta Ads
C109607,2025-07-11,Meta Ads
C109608,2025-05-25,Influencer
C109609,2025-05-12,Referral
C109610,2025-02-18,Influencer
C109611,2025-07-26,Referral
C109612,2025-11-22,Influencer
C109613,2025-04-08,Google Ads
C109614,2025-03-21,Organic
C109615,2025-05-18,Meta Ads
C109616,2025-11-03,Influencer
C109617,2025-06-12,Influencer
C109618,2025-12-21,Influencer
C109619,2025-02-24,Meta Ads
C109620,2024-12-17,Organic
C109621,2025-07-27,Google Ads
C109622,2025-06-12,Google Ads
C109623,2025-10-05,Google Ads
C109624,2024-10-03,Organic
C109625,2025-08-15,Google Ads
C109626,2026-01-02,Influencer
C109627,2025-02-08,Meta Ads
C109628,2025-11-15,Meta Ads
C109629,2025-10-22,Influencer
C109630,2025-12-12,Referral
C109631,2025-11-13,Meta Ads
C109632,2026-01-17,Influencer
C109633,2025-03-22,Google Ads
C109634,2025-03-30,Meta Ads
C109635,2025-10-11,Meta Ads
C109636,2025-12-12,Meta Ads
C109637,2025-09-30,Google Ads
C109638,2024-12-23,Meta Ads
C109639,2025-09-03,Organic
C109640,2025-05-01,Referral
C109641,2025-01-10,Meta Ads
C109642,2025-12-21,Influencer
C109643,2025-01-22,Meta Ads
C109644,2025-07-18,Influencer
C109645,2025-05-31,Google Ads
C109646,2025-03-17,Influencer
C109647,2025-02-12,Organic
C109648,2025-05-07,Meta Ads
C109649,2025-01-03,Influencer
C109650,2025-08-12,Google Ads
C109651,2025-06-07,Influencer
C109652,2025-01-21,Organic
C109653,2025-08-19,Google Ads
C109654,2025-08-20,Influencer
C109655,2025-10-05,Influencer
C109656,2026-01-03,Google Ads
C109657,2025-11-23,Meta Ads
C109658,2025-09-04,Meta Ads
C109659,2025-03-06,Referral
C109660,2024-12-26,Meta Ads
C109661,2025-02-12,Referral
C109662,2025-09-14,Meta Ads
C109663,2024-11-25,Meta Ads
C109664,2025-06-22,Organic
C109665,2025-11-15,Influencer
C109666,2026-01-30,Meta Ads
C109667,2025-08-22,Meta Ads
C109668,2025-06-29,Influencer
C109669,2025-02-02,Referral
C109670,2025-12-14,Meta Ads
C109671,2024-10-17,Influencer
C109672,2026-01-25,Google Ads
C109673,2024-12-12,Meta Ads
C109674,2025-08-25,Referral
C109675,2025-07-13,Organic
C109676,2025-02-07,Google Ads
C109677,2025-01-17,Meta Ads
C109678,2025-01-19,Meta Ads
C109679,2025-11-13,Referral
C109680,2025-02-20,Meta Ads
C109681,2024-10-20,Meta Ads
C109682,2025-01-05,Influencer
C109683,2025-10-14,Referral
C109684,2025-06-26,Influencer
C109685,2025-06-25,Meta Ads
C109686,2025-04-25,Meta Ads
C109687,2025-10-25,Meta Ads
C109688,2025-07-23,Influencer
C109689,2025-01-01,Meta Ads
C109690,2026-01-10,Google Ads
C109691,2024-12-06,Influencer
C109692,2025-06-24,Meta Ads
C109693,2025-01-17,Referral
C109694,2024-10-25,Google Ads
C109695,2025-12-19,Meta Ads
C109696,2025-08-21,Meta Ads
C109697,2025-12-30,Meta Ads
C109698,2025-02-06,Organic
C109699,2026-02-03,Referral
C109700,2025-11-12,Meta Ads
C109701,2025-10-08,Influencer
C109702,2026-01-14,Meta Ads
C109703,2025-06-19,Influencer
C109704,2025-10-10,Meta Ads
C109705,2025-01-16,Meta Ads
C109706,2024-10-27,Meta Ads
C109707,2025-07-21,Meta Ads
C109708,2024-10-07,Referral
C109709,2024-10-19,Referral
C109710,2025-05-13,Referral
C109711,2025-05-20,Referral
C109712,2025-06-11,Google Ads
C109713,2025-11-02,Google Ads
C109714,2026-01-17,Influencer
C109715,2025-09-26,Influencer
C109716,2025-12-17,Influencer
C109717,2025-10-30,Organic
C109718,2025-05-20,Influencer
C109719,2025-06-03,Meta Ads
C109720,2024-12-18,Meta Ads
