order_id,courier_partner,forward_shipping_cost,rto_shipping_cost,delivery_attempts
BB522578,BharatShip,74.0,0.0,1
BB522579,ZipEx,93.0,0.0,2
BB522580,SwiftLogix,82.0,0.0,1
BB522581,SwiftLogix,67.0,104.0,3
BB522582,BharatShip,85.0,0.0,1
BB522583,ZipEx,97.0,0.0,1
BB522584,ZipEx,110.0,0.0,1
BB522585,SwiftLogix,90.0,0.0,2
BB522586,BharatShip,64.0,0.0,1
BB522587,ZipEx,75.0,0.0,1
BB522588,ZipEx,66.0,0.0,1
BB522589,SwiftLogix,74.0,0.0,1
BB522590,SwiftLogix,91.0,0.0,1
BB522591,BharatShip,96.0,0.0,2
BB522592,SwiftLogix,126.0,0.0,1
BB522593,ZipEx,67.0,0.0,1
BB522594,BharatShip,67.0,0.0,1
BB522595,ZipEx,70.0,0.0,1
BB522596,ZipEx,54.0,0.0,1
BB522597,BharatShip,80.0,0.0,1
BB522598,SwiftLogix,64.0,0.0,2
BB522599,SwiftLogix,104.0,0.0,1
BB522600,SwiftLogix,68.0,0.0,1
BB522601,BharatShip,127.0,0.0,1
BB522602,ZipEx,69.0,0.0,1
BB522603,SwiftLogix,61.0,0.0,2
BB522604,BharatShip,133.0,206.0,3
BB522605,BharatShip,119.0,0.0,1
BB522606,SwiftLogix,53.0,0.0,1
BB522607,BharatShip,68.0,0.0,1
BB522608,BharatShip,90.0,0.0,1
BB522609,BharatShip,100.0,0.0,1
BB522610,ZipEx,50.0,0.0,1
BB522611,SwiftLogix,72.0,0.0,1
BB522612,BharatShip,55.0,0.0,1
BB522613,ZipEx,55.0,0.0,1
BB522614,ZipEx,55.0,0.0,1
BB522615,ZipEx,83.0,0.0,1
BB522616,SwiftLogix,68.0,0.0,1
BB522617,SwiftLogix,77.0,0.0,1
BB522618,BharatShip,84.0,0.0,1
BB522619,ZipEx,85.0,0.0,2
BB522620,ZipEx,78.0,0.0,1
BB522621,SwiftLogix,57.0,0.0,1
BB522622,ZipEx,63.0,98.0,2
BB522623,SwiftLogix,63.0,0.0,1
BB522624,SwiftLogix,71.0,0.0,1
BB522625,SwiftLogix,72.0,0.0,1
BB522626,BharatShip,98.0,0.0,1
BB522627,BharatShip,96.0,149.0,3
BB522628,SwiftLogix,56.0,0.0,1
BB522629,ZipEx,61.0,0.0,1
BB522630,BharatShip,130.0,0.0,1
BB522631,BharatShip,53.0,0.0,1
BB522632,SwiftLogix,92.0,0.0,1
BB522633,BharatShip,79.0,0.0,1
BB522634,SwiftLogix,86.0,133.0,2
BB522635,SwiftLogix,56.0,0.0,1
BB522636,SwiftLogix,69.0,0.0,1
BB522637,SwiftLogix,55.0,0.0,1
BB522638,SwiftLogix,61.0,0.0,1
BB522639,SwiftLogix,58.0,0.0,1
BB522640,SwiftLogix,64.0,0.0,2
BB522641,SwiftLogix,56.0,87.0,2
BB522642,ZipEx,67.0,0.0,1
BB522643,ZipEx,67.0,0.0,2
BB522644,SwiftLogix,60.0,0.0,1
BB522645,BharatShip,87.0,0.0,1
BB522646,ZipEx,58.0,0.0,1
BB522647,ZipEx,91.0,141.0,2
BB522648,SwiftLogix,66.0,0.0,1
BB522649,BharatShip,96.0,0.0,1
BB522650,SwiftLogix,66.0,0.0,1
BB522651,SwiftLogix,75.0,0.0,1
BB522652,SwiftLogix,66.0,0.0,1
BB522653,SwiftLogix,58.0,0.0,1
BB522654,BharatShip,70.0,0.0,2
BB522655,SwiftLogix,58.0,90.0,3
BB522656,SwiftLogix,64.0,99.0,2
BB522657,ZipEx,99.0,0.0,1
BB522658,SwiftLogix,64.0,0.0,1
BB522659,SwiftLogix,88.0,136.0,2
BB522660,ZipEx,58.0,0.0,1
BB522661,BharatShip,72.0,0.0,1
BB522662,BharatShip,66.0,0.0,1
BB522663,SwiftLogix,54.0,0.0,2
BB522664,SwiftLogix,69.0,0.0,1
BB522665,BharatShip,108.0,0.0,1
BB522666,ZipEx,78.0,0.0,1
BB522667,BharatShip,92.0,143.0,3
BB522668,SwiftLogix,55.0,0.0,1
BB522669,ZipEx,68.0,0.0,2
BB522670,ZipEx,63.0,0.0,1
BB522671,ZipEx,75.0,0.0,1
BB522672,ZipEx,83.0,0.0,1
BB522673,SwiftLogix,55.0,85.0,3
BB522674,SwiftLogix,76.0,0.0,1
BB522675,ZipEx,60.0,0.0,1
BB522676,SwiftLogix,69.0,0.0,1
BB522677,ZipEx,56.0,0.0,1
BB522678,BharatShip,147.0,0.0,1
BB522679,BharatShip,136.0,0.0,1
BB522680,BharatShip,108.0,0.0,1
BB522681,BharatShip,103.0,160.0,2
BB522682,BharatShip,93.0,0.0,1
BB522683,SwiftLogix,68.0,0.0,1
BB522684,ZipEx,66.0,0.0,1
BB522685,SwiftLogix,77.0,0.0,1
BB522686,SwiftLogix,90.0,0.0,1
BB522687,SwiftLogix,70.0,0.0,1
BB522688,ZipEx,56.0,0.0,1
BB522689,BharatShip,143.0,0.0,1
BB522690,BharatShip,69.0,0.0,2
BB522691,SwiftLogix,77.0,0.0,1
BB522692,ZipEx,53.0,0.0,1
BB522693,ZipEx,55.0,0.0,1
BB522694,SwiftLogix,76.0,0.0,1
BB522695,SwiftLogix,67.0,0.0,1
BB522696,BharatShip,89.0,0.0,1
BB522697,BharatShip,68.0,0.0,1
BB522698,ZipEx,52.0,0.0,1
BB522699,BharatShip,61.0,0.0,1
BB522700,ZipEx,65.0,0.0,2
BB522701,BharatShip,90.0,0.0,1
BB522702,SwiftLogix,58.0,0.0,1
BB522703,SwiftLogix,64.0,0.0,1
BB522704,SwiftLogix,67.0,0.0,1
BB522705,SwiftLogix,65.0,0.0,2
BB522706,SwiftLogix,67.0,0.0,1
BB522707,SwiftLogix,66.0,0.0,1
BB522708,ZipEx,52.0,0.0,1
BB522709,SwiftLogix,66.0,0.0,1
BB522710,SwiftLogix,65.0,0.0,1
BB522711,ZipEx,73.0,0.0,1
BB522712,SwiftLogix,64.0,0.0,1
BB522713,ZipEx,61.0,0.0,2
BB522714,ZipEx,68.0,0.0,1
BB522715,BharatShip,126.0,0.0,1
BB522716,BharatShip,81.0,126.0,2
BB522717,BharatShip,89.0,0.0,1
BB522718,SwiftLogix,87.0,0.0,1
BB522719,BharatShip,93.0,0.0,1
BB522720,ZipEx,60.0,93.0,2
BB522721,ZipEx,93.0,0.0,1
BB522722,SwiftLogix,85.0,0.0,2
BB522723,SwiftLogix,65.0,0.0,2
BB522724,SwiftLogix,61.0,0.0,1
BB522725,SwiftLogix,102.0,0.0,2
BB522726,ZipEx,50.0,0.0,1
BB522727,BharatShip,117.0,0.0,1
BB522728,SwiftLogix,90.0,140.0,2
BB522729,SwiftLogix,54.0,0.0,1
BB522730,BharatShip,87.0,0.0,1
BB522731,ZipEx,75.0,116.0,3
BB522732,SwiftLogix,66.0,0.0,1
BB522733,ZipEx,93.0,0.0,1
BB522734,ZipEx,97.0,150.0,2
BB522735,ZipEx,86.0,0.0,1
BB522736,BharatShip,138.0,0.0,1
BB522737,BharatShip,70.0,0.0,1
BB522738,BharatShip,81.0,0.0,1
BB522739,ZipEx,54.0,0.0,1
BB522740,ZipEx,62.0,0.0,2
BB522741,BharatShip,89.0,0.0,1
BB522742,BharatShip,105.0,0.0,1
BB522743,SwiftLogix,60.0,0.0,1
BB522744,BharatShip,97.0,0.0,2
BB522745,SwiftLogix,53.0,0.0,1
BB522746,BharatShip,120.0,186.0,2
BB522747,ZipEx,95.0,0.0,1
BB522748,ZipEx,50.0,0.0,1
BB522749,ZipEx,62.0,0.0,1
BB522750,BharatShip,81.0,0.0,1
BB522751,BharatShip,79.0,0.0,1
BB522752,ZipEx,63.0,0.0,1
BB522753,BharatShip,88.0,0.0,2
BB522754,BharatShip,86.0,0.0,1
BB522755,SwiftLogix,88.0,136.0,2
BB522756,BharatShip,70.0,0.0,1
BB522757,ZipEx,69.0,0.0,2
BB522758,ZipEx,67.0,0.0,1
BB522759,BharatShip,101.0,0.0,1
BB522760,SwiftLogix,64.0,0.0,1
BB522761,ZipEx,70.0,0.0,1
BB522762,BharatShip,104.0,0.0,1
BB522763,BharatShip,133.0,0.0,1
BB522764,BharatShip,76.0,0.0,1
BB522765,SwiftLogix,78.0,0.0,1
BB522766,ZipEx,64.0,0.0,1
BB522767,SwiftLogix,64.0,0.0,1
BB522768,SwiftLogix,54.0,0.0,1
BB522769,BharatShip,60.0,0.0,1
BB522770,SwiftLogix,50.0,0.0,1
BB522771,ZipEx,69.0,0.0,1
BB522772,BharatShip,113.0,175.0,2
BB522773,SwiftLogix,86.0,0.0,1
BB522774,BharatShip,96.0,0.0,1
BB522775,BharatShip,92.0,0.0,1
BB522776,SwiftLogix,66.0,0.0,1
BB522777,SwiftLogix,113.0,0.0,1
BB522778,SwiftLogix,55.0,0.0,1
BB522779,BharatShip,124.0,192.0,2
BB522780,BharatShip,125.0,0.0,1
BB522781,BharatShip,67.0,0.0,1
BB522782,SwiftLogix,116.0,0.0,1
BB522783,BharatShip,85.0,0.0,2
BB522784,SwiftLogix,98.0,0.0,1
BB522785,BharatShip,85.0,132.0,3
BB522786,SwiftLogix,77.0,0.0,1
BB522787,BharatShip,120.0,0.0,1
BB522788,BharatShip,119.0,0.0,1
BB522789,SwiftLogix,60.0,0.0,1
BB522790,SwiftLogix,69.0,0.0,1
BB522791,SwiftLogix,61.0,95.0,3
BB522792,ZipEx,63.0,0.0,2
BB522793,SwiftLogix,56.0,0.0,2
BB522794,BharatShip,140.0,0.0,1
BB522795,SwiftLogix,71.0,0.0,1
BB522796,SwiftLogix,63.0,0.0,1
BB522797,ZipEx,72.0,0.0,1
BB522798,ZipEx,78.0,0.0,1
BB522799,SwiftLogix,55.0,0.0,1
BB522800,SwiftLogix,63.0,0.0,1
BB522801,SwiftLogix,107.0,0.0,2
BB522802,BharatShip,75.0,0.0,1
BB522803,BharatShip,105.0,0.0,1
BB522804,SwiftLogix,56.0,0.0,1
BB522805,BharatShip,121.0,0.0,1
BB522806,SwiftLogix,64.0,0.0,1
BB522807,SwiftLogix,68.0,0.0,1
BB522808,ZipEx,64.0,0.0,2
BB522809,ZipEx,63.0,0.0,1
BB522810,SwiftLogix,72.0,0.0,1
BB522811,SwiftLogix,93.0,0.0,1
BB522812,BharatShip,73.0,0.0,1
BB522813,SwiftLogix,76.0,0.0,1
BB522814,ZipEx,68.0,0.0,1
BB522815,BharatShip,111.0,172.0,3
BB522816,SwiftLogix,58.0,0.0,1
BB522817,BharatShip,66.0,0.0,1
BB522818,BharatShip,110.0,0.0,1
BB522819,SwiftLogix,64.0,0.0,1
BB522820,BharatShip,97.0,0.0,1
BB522821,SwiftLogix,47.0,0.0,1
BB522822,BharatShip,63.0,0.0,1
BB522823,SwiftLogix,62.0,0.0,1
BB522824,BharatShip,76.0,0.0,2
BB522825,BharatShip,59.0,0.0,1
BB522826,SwiftLogix,71.0,0.0,1
BB522827,SwiftLogix,65.0,0.0,1
BB522828,ZipEx,56.0,87.0,2
BB522829,BharatShip,125.0,0.0,1
BB522830,BharatShip,84.0,0.0,2
BB522831,ZipEx,59.0,0.0,2
BB522832,ZipEx,68.0,0.0,1
BB522833,ZipEx,66.0,0.0,1
BB522834,BharatShip,118.0,0.0,2
BB522835,SwiftLogix,69.0,0.0,2
BB522836,SwiftLogix,62.0,0.0,1
BB522837,BharatShip,133.0,0.0,1
BB522838,ZipEx,73.0,0.0,2
BB522839,BharatShip,51.0,0.0,1
BB522840,BharatShip,68.0,0.0,2
BB522841,ZipEx,72.0,0.0,1
BB522842,ZipEx,70.0,0.0,1
BB522843,SwiftLogix,64.0,0.0,1
BB522844,BharatShip,118.0,0.0,1
BB522845,ZipEx,75.0,0.0,1
BB522846,SwiftLogix,57.0,0.0,1
BB522847,SwiftLogix,62.0,0.0,1
BB522848,BharatShip,58.0,0.0,1
BB522849,SwiftLogix,77.0,0.0,1
BB522850,ZipEx,61.0,0.0,2
BB522851,SwiftLogix,56.0,0.0,1
BB522852,BharatShip,111.0,0.0,1
BB522853,BharatShip,82.0,0.0,1
BB522854,SwiftLogix,61.0,0.0,1
BB522855,SwiftLogix,68.0,0.0,1
BB522856,ZipEx,64.0,0.0,1
BB522857,BharatShip,58.0,0.0,2
BB522858,ZipEx,69.0,0.0,1
BB522859,SwiftLogix,62.0,0.0,1
BB522860,SwiftLogix,0.0,0.0,0
BB522861,BharatShip,124.0,0.0,1
BB522862,ZipEx,57.0,0.0,1
BB522863,BharatShip,96.0,0.0,1
BB522864,SwiftLogix,62.0,0.0,1
BB522865,ZipEx,60.0,0.0,1
BB522866,ZipEx,72.0,0.0,2
BB522867,ZipEx,64.0,0.0,1
BB522868,SwiftLogix,63.0,0.0,1
BB522869,BharatShip,99.0,0.0,2
BB522870,BharatShip,83.0,0.0,1
BB522871,ZipEx,83.0,129.0,3
BB522872,SwiftLogix,52.0,0.0,1
BB522873,BharatShip,73.0,0.0,1
BB522874,BharatShip,129.0,0.0,1
BB522875,ZipEx,62.0,0.0,2
BB522876,BharatShip,127.0,197.0,2
BB522877,SwiftLogix,54.0,0.0,1
BB522878,SwiftLogix,70.0,0.0,1
BB522879,BharatShip,51.0,0.0,1
BB522880,BharatShip,74.0,0.0,2
BB522881,BharatShip,120.0,0.0,1
BB522882,SwiftLogix,76.0,0.0,1
BB522883,SwiftLogix,72.0,0.0,2
BB522884,ZipEx,73.0,0.0,1
BB522885,BharatShip,93.0,144.0,2
BB522886,BharatShip,115.0,0.0,1
BB522887,ZipEx,52.0,0.0,1
BB522888,SwiftLogix,57.0,0.0,1
BB522889,SwiftLogix,63.0,0.0,1
BB522890,SwiftLogix,59.0,0.0,2
BB522891,SwiftLogix,54.0,0.0,2
BB522892,SwiftLogix,73.0,0.0,1
BB522893,ZipEx,72.0,0.0,1
BB522894,SwiftLogix,86.0,0.0,1
BB522895,SwiftLogix,75.0,0.0,1
BB522896,SwiftLogix,62.0,0.0,1
BB522897,BharatShip,97.0,0.0,1
BB522898,ZipEx,63.0,0.0,1
BB522899,SwiftLogix,76.0,0.0,1
BB522900,SwiftLogix,80.0,0.0,1
BB522901,SwiftLogix,66.0,0.0,1
BB522902,ZipEx,69.0,0.0,1
BB522903,SwiftLogix,63.0,0.0,1
BB522904,SwiftLogix,57.0,0.0,1
BB522905,SwiftLogix,62.0,0.0,1
BB522906,SwiftLogix,69.0,0.0,1
BB522907,BharatShip,140.0,217.0,2
BB522908,BharatShip,145.0,0.0,1
BB522909,ZipEx,53.0,0.0,2
BB522910,BharatShip,109.0,0.0,1
BB522911,SwiftLogix,48.0,0.0,1
BB522912,SwiftLogix,69.0,0.0,1
BB522913,ZipEx,101.0,0.0,2
BB522914,ZipEx,56.0,0.0,1
BB522915,BharatShip,110.0,0.0,1
BB522916,BharatShip,0.0,0.0,0
BB522917,BharatShip,58.0,0.0,2
BB522918,ZipEx,69.0,107.0,2
BB522919,ZipEx,56.0,0.0,1
BB522920,BharatShip,93.0,0.0,1
BB522921,ZipEx,80.0,0.0,1
BB522922,SwiftLogix,0.0,0.0,0
BB522923,SwiftLogix,64.0,0.0,1
BB522924,ZipEx,101.0,0.0,1
BB522925,ZipEx,75.0,0.0,1
BB522926,BharatShip,111.0,0.0,1
BB522927,ZipEx,74.0,115.0,3
BB522928,SwiftLogix,53.0,0.0,1
BB522929,BharatShip,98.0,0.0,1
BB522930,SwiftLogix,63.0,0.0,1
BB522931,BharatShip,68.0,0.0,1
BB522932,ZipEx,96.0,0.0,1
BB522933,BharatShip,58.0,0.0,2
BB522934,ZipEx,63.0,0.0,1
BB522935,ZipEx,54.0,0.0,1
BB522936,ZipEx,69.0,0.0,1
BB522937,SwiftLogix,66.0,0.0,1
BB522938,BharatShip,127.0,197.0,3
BB522939,SwiftLogix,71.0,0.0,1
BB522940,BharatShip,84.0,0.0,1
BB522941,ZipEx,57.0,0.0,1
BB522942,SwiftLogix,84.0,0.0,1
BB522943,SwiftLogix,70.0,0.0,1
BB522944,BharatShip,58.0,0.0,2
BB522945,BharatShip,127.0,0.0,1
BB522946,ZipEx,58.0,0.0,1
BB522947,SwiftLogix,73.0,0.0,1
BB522948,SwiftLogix,75.0,0.0,1
BB522949,BharatShip,105.0,0.0,1
BB522950,SwiftLogix,92.0,0.0,1
BB522951,BharatShip,102.0,0.0,1
BB522952,SwiftLogix,58.0,0.0,1
BB522953,SwiftLogix,59.0,91.0,3
BB522954,ZipEx,59.0,0.0,1
BB522955,BharatShip,0.0,0.0,0
BB522956,ZipEx,90.0,0.0,1
BB522957,BharatShip,96.0,0.0,1
BB522958,SwiftLogix,80.0,0.0,1
BB522959,BharatShip,96.0,0.0,1
BB522960,SwiftLogix,69.0,0.0,1
BB522961,BharatShip,113.0,0.0,1
BB522962,SwiftLogix,117.0,0.0,1
BB522963,BharatShip,73.0,0.0,1
BB522964,BharatShip,66.0,0.0,1
BB522965,SwiftLogix,56.0,0.0,1
BB522966,SwiftLogix,64.0,0.0,1
BB522967,SwiftLogix,66.0,0.0,1
BB522968,SwiftLogix,74.0,0.0,1
BB522969,SwiftLogix,54.0,0.0,1
BB522970,SwiftLogix,55.0,0.0,1
BB522971,ZipEx,88.0,0.0,1
BB522972,ZipEx,58.0,0.0,1
BB522973,ZipEx,102.0,0.0,1
BB522974,BharatShip,139.0,0.0,1
BB522975,ZipEx,75.0,0.0,1
BB522976,BharatShip,84.0,0.0,1
BB522977,ZipEx,61.0,0.0,1
BB522978,BharatShip,56.0,0.0,1
BB522979,BharatShip,77.0,0.0,1
BB522980,BharatShip,96.0,0.0,1
BB522981,SwiftLogix,60.0,0.0,1
BB522982,BharatShip,55.0,0.0,1
BB522983,ZipEx,87.0,0.0,1
BB522984,BharatShip,110.0,0.0,1
BB522985,ZipEx,98.0,152.0,3
BB522986,SwiftLogix,62.0,0.0,1
BB522987,SwiftLogix,61.0,0.0,1
BB522988,BharatShip,63.0,0.0,1
BB522989,ZipEx,53.0,0.0,1
BB522990,BharatShip,107.0,0.0,1
BB522991,SwiftLogix,56.0,0.0,1
BB522992,BharatShip,80.0,0.0,1
BB522993,ZipEx,62.0,0.0,1
BB522994,SwiftLogix,105.0,0.0,1
BB522995,ZipEx,50.0,0.0,1
BB522996,BharatShip,76.0,0.0,2
BB522997,SwiftLogix,107.0,166.0,2
BB522998,SwiftLogix,90.0,0.0,1
BB522999,ZipEx,54.0,0.0,1
BB523000,SwiftLogix,86.0,0.0,1
BB523001,SwiftLogix,55.0,0.0,1
BB523002,SwiftLogix,87.0,0.0,1
BB523003,BharatShip,125.0,0.0,1
BB523004,ZipEx,60.0,0.0,1
BB523005,ZipEx,69.0,0.0,1
BB523006,ZipEx,53.0,0.0,1
BB523007,SwiftLogix,73.0,0.0,2
BB523008,BharatShip,79.0,0.0,1
BB523009,SwiftLogix,66.0,0.0,1
BB523010,SwiftLogix,69.0,0.0,1
BB523011,ZipEx,88.0,0.0,1
BB523012,SwiftLogix,48.0,0.0,1
BB523013,BharatShip,0.0,0.0,0
BB523014,ZipEx,74.0,0.0,1
BB523015,SwiftLogix,62.0,0.0,1
BB523016,ZipEx,89.0,0.0,1
BB523017,BharatShip,76.0,0.0,1
BB523018,SwiftLogix,60.0,93.0,2
BB523019,ZipEx,71.0,0.0,1
BB523020,ZipEx,55.0,0.0,1
BB523021,SwiftLogix,70.0,0.0,1
BB523022,ZipEx,67.0,0.0,1
BB523023,ZipEx,66.0,0.0,1
BB523024,BharatShip,115.0,0.0,1
BB523025,BharatShip,117.0,0.0,1
BB523026,BharatShip,70.0,108.0,3
BB523027,ZipEx,60.0,0.0,1
BB523028,BharatShip,117.0,0.0,1
BB523029,BharatShip,55.0,0.0,2
BB523030,SwiftLogix,115.0,0.0,1
BB523031,ZipEx,85.0,0.0,1
BB523032,ZipEx,92.0,0.0,1
BB523033,SwiftLogix,66.0,0.0,1
BB523034,SwiftLogix,66.0,0.0,1
BB523035,BharatShip,86.0,0.0,1
BB523036,SwiftLogix,94.0,0.0,1
BB523037,SwiftLogix,127.0,0.0,1
BB523038,BharatShip,71.0,0.0,1
BB523039,SwiftLogix,70.0,0.0,1
BB523040,SwiftLogix,72.0,0.0,1
BB523041,ZipEx,138.0,0.0,1
BB523042,BharatShip,145.0,0.0,2
BB523043,SwiftLogix,68.0,0.0,1
BB523044,ZipEx,74.0,115.0,2
BB523045,SwiftLogix,61.0,0.0,2
BB523046,BharatShip,104.0,0.0,1
BB523047,BharatShip,71.0,110.0,3
BB523048,SwiftLogix,56.0,0.0,1
BB523049,ZipEx,57.0,0.0,1
BB523050,SwiftLogix,91.0,0.0,2
BB523051,SwiftLogix,48.0,0.0,1
BB523052,BharatShip,86.0,0.0,1
BB523053,SwiftLogix,91.0,0.0,1
BB523054,BharatShip,57.0,88.0,2
BB523055,BharatShip,114.0,0.0,1
BB523056,SwiftLogix,74.0,115.0,3
BB523057,BharatShip,117.0,181.0,2
BB523058,ZipEx,106.0,0.0,1
BB523059,ZipEx,59.0,0.0,1
BB523060,SwiftLogix,47.0,0.0,1
BB523061,BharatShip,86.0,0.0,2
BB523062,BharatShip,101.0,0.0,1
BB523063,ZipEx,104.0,0.0,1
BB523064,SwiftLogix,97.0,0.0,2
BB523065,SwiftLogix,50.0,0.0,2
BB523066,SwiftLogix,65.0,0.0,1
BB523067,SwiftLogix,65.0,0.0,1
BB523068,SwiftLogix,89.0,0.0,1
BB523069,BharatShip,68.0,0.0,1
BB523070,SwiftLogix,61.0,0.0,1
BB523071,SwiftLogix,84.0,0.0,1
BB523072,SwiftLogix,65.0,0.0,1
BB523073,SwiftLogix,83.0,0.0,1
BB523074,SwiftLogix,69.0,107.0,2
BB523075,BharatShip,66.0,0.0,1
BB523076,BharatShip,125.0,0.0,1
BB523077,SwiftLogix,0.0,0.0,0
BB523078,BharatShip,87.0,0.0,1
BB523079,ZipEx,85.0,0.0,1
BB523080,SwiftLogix,78.0,0.0,2
BB523081,SwiftLogix,64.0,0.0,1
BB523082,SwiftLogix,86.0,0.0,1
BB523083,SwiftLogix,60.0,0.0,1
BB523084,ZipEx,57.0,0.0,1
BB523085,ZipEx,65.0,0.0,2
BB523086,ZipEx,96.0,0.0,1
BB523087,BharatShip,60.0,0.0,1
BB523088,SwiftLogix,0.0,0.0,0
BB523089,BharatShip,68.0,0.0,1
BB523090,ZipEx,108.0,0.0,1
BB523091,SwiftLogix,88.0,0.0,2
BB523092,BharatShip,80.0,0.0,2
BB523093,SwiftLogix,62.0,0.0,1
BB523094,SwiftLogix,70.0,0.0,1
BB523095,SwiftLogix,58.0,0.0,1
BB523096,SwiftLogix,73.0,0.0,1
BB523097,SwiftLogix,66.0,0.0,1
BB523098,SwiftLogix,65.0,0.0,1
BB523099,BharatShip,80.0,0.0,1
BB523100,ZipEx,65.0,0.0,1
BB523101,SwiftLogix,91.0,0.0,1
BB523102,ZipEx,62.0,0.0,1
BB523103,BharatShip,75.0,0.0,1
BB523104,BharatShip,86.0,0.0,2
BB523105,ZipEx,66.0,0.0,1
BB523106,SwiftLogix,110.0,0.0,1
BB523107,SwiftLogix,53.0,0.0,2
BB523108,SwiftLogix,62.0,0.0,1
BB523109,ZipEx,60.0,0.0,2
BB523110,BharatShip,67.0,104.0,2
BB523111,BharatShip,59.0,0.0,1
BB523112,SwiftLogix,59.0,0.0,1
BB523113,ZipEx,81.0,0.0,1
BB523114,ZipEx,119.0,0.0,1
BB523115,SwiftLogix,65.0,0.0,1
BB523116,BharatShip,69.0,0.0,1
BB523117,ZipEx,53.0,0.0,1
BB523118,ZipEx,64.0,0.0,1
BB523119,BharatShip,93.0,0.0,1
BB523120,SwiftLogix,77.0,119.0,3
BB523121,ZipEx,96.0,0.0,1
BB523122,SwiftLogix,156.0,0.0,1
BB523123,ZipEx,60.0,0.0,1
BB523124,SwiftLogix,70.0,0.0,1
BB523125,BharatShip,106.0,164.0,3
BB523126,ZipEx,66.0,0.0,1
BB523127,SwiftLogix,49.0,0.0,1
BB523128,ZipEx,81.0,0.0,1
BB523129,SwiftLogix,68.0,0.0,1
BB523130,ZipEx,58.0,0.0,1
BB523131,SwiftLogix,68.0,0.0,1
BB523132,SwiftLogix,70.0,0.0,1
BB523133,SwiftLogix,66.0,0.0,1
BB523134,ZipEx,59.0,0.0,1
BB523135,BharatShip,109.0,0.0,1
BB523136,BharatShip,118.0,0.0,1
BB523137,ZipEx,61.0,0.0,1
BB523138,ZipEx,86.0,133.0,3
BB523139,BharatShip,106.0,164.0,3
BB523140,SwiftLogix,54.0,0.0,1
BB523141,SwiftLogix,71.0,0.0,1
BB523142,ZipEx,68.0,0.0,1
BB523143,SwiftLogix,105.0,0.0,1
BB523144,ZipEx,62.0,0.0,1
BB523145,ZipEx,112.0,0.0,1
BB523146,SwiftLogix,68.0,0.0,1
BB523147,BharatShip,70.0,0.0,1
BB523148,SwiftLogix,69.0,0.0,1
BB523149,BharatShip,82.0,0.0,1
BB523150,ZipEx,82.0,0.0,1
BB523151,ZipEx,105.0,0.0,1
BB523152,SwiftLogix,79.0,0.0,1
BB523153,ZipEx,51.0,0.0,1
BB523154,SwiftLogix,60.0,0.0,1
BB523155,ZipEx,50.0,0.0,1
BB523156,BharatShip,84.0,0.0,1
BB523157,ZipEx,60.0,0.0,1
BB523158,SwiftLogix,98.0,0.0,1
BB523159,ZipEx,57.0,0.0,1
BB523160,SwiftLogix,67.0,0.0,1
BB523161,SwiftLogix,95.0,0.0,1
BB523162,SwiftLogix,59.0,0.0,1
BB523163,BharatShip,82.0,0.0,1
BB523164,ZipEx,84.0,0.0,1
BB523165,ZipEx,94.0,0.0,1
BB523166,BharatShip,124.0,0.0,1
BB523167,SwiftLogix,69.0,0.0,1
BB523168,SwiftLogix,68.0,0.0,1
BB523169,SwiftLogix,60.0,0.0,2
BB523170,ZipEx,60.0,0.0,1
BB523171,SwiftLogix,69.0,0.0,1
BB523172,BharatShip,71.0,0.0,1
BB523173,SwiftLogix,72.0,112.0,2
BB523174,BharatShip,69.0,0.0,1
BB523175,ZipEx,69.0,0.0,1
BB523176,ZipEx,70.0,0.0,2
BB523177,SwiftLogix,124.0,0.0,1
BB523178,ZipEx,55.0,0.0,1
BB523179,SwiftLogix,86.0,0.0,1
BB523180,BharatShip,70.0,0.0,2
BB523181,SwiftLogix,60.0,0.0,1
BB523182,ZipEx,70.0,0.0,1
BB523183,SwiftLogix,75.0,0.0,1
BB523184,ZipEx,77.0,0.0,1
BB523185,ZipEx,0.0,0.0,0
BB523186,ZipEx,76.0,118.0,2
BB523187,SwiftLogix,61.0,0.0,1
BB523188,ZipEx,84.0,0.0,2
BB523189,ZipEx,66.0,102.0,2
BB523190,BharatShip,99.0,0.0,1
BB523191,BharatShip,97.0,0.0,1
BB523192,SwiftLogix,58.0,90.0,2
BB523193,ZipEx,68.0,0.0,1
BB523194,SwiftLogix,58.0,0.0,1
BB523195,SwiftLogix,75.0,0.0,1
BB523196,ZipEx,96.0,149.0,2
BB523197,SwiftLogix,41.0,64.0,3
BB523198,BharatShip,82.0,127.0,2
BB523199,SwiftLogix,47.0,0.0,1
BB523200,BharatShip,67.0,0.0,1
BB523201,SwiftLogix,75.0,0.0,1
BB523202,SwiftLogix,85.0,0.0,1
BB523203,BharatShip,95.0,0.0,1
BB523204,BharatShip,145.0,0.0,1
BB523205,SwiftLogix,62.0,0.0,1
BB523206,SwiftLogix,62.0,0.0,1
BB523207,ZipEx,78.0,0.0,1
BB523208,BharatShip,0.0,0.0,0
BB523209,SwiftLogix,63.0,0.0,1
BB523210,SwiftLogix,71.0,0.0,1
BB523211,ZipEx,72.0,0.0,2
BB523212,ZipEx,53.0,0.0,1
BB523213,SwiftLogix,88.0,0.0,1
BB523214,SwiftLogix,63.0,0.0,1
BB523215,ZipEx,66.0,0.0,1
BB523216,ZipEx,145.0,0.0,1
