order_id,customer_id,order_date,pincode,category,payment_mode,gross_order_value,discount_amount,delivery_fee_charged,product_cost,order_status
BB506173,C101013,2025-10-25,110099.0,Haircare,COD,355.0,44.0,49.0,180.0,Delivered
BB534600,C108119,2025-10-24,110064.0,Home Cleaning,COD,387.0,22.0,49.0,315.0,Delivered
BB528201,C113606,2025-09-13,110008.0,Skincare,Prepaid,805.0,56.0,0.0,309.0,Delivered
BB539746,C103628,2026-02-10,110232.0,Household Staples,COD,687.0,62.0,0.0,564.0,Delivered
BB534128,C110510,2025-12-31,110743.0,Skincare,Prepaid,864.0,105.0,0.0,359.0,Delivered
BB503707,C111093,2026-01-28,110211.0,Baby Care,Prepaid,1160.0,133.0,0.0,724.0,Delivered
BB516641,C101593,2025-06-12,110568.0,Household Staples,Prepaid,846.0,110.0,0.0,711.0,Delivered
BB502322,C113608,2025-06-03,110687.0,Skincare,COD,835.0,211.0,0.0,390.0,Delivered
BB530348,C110657,2025-08-06,110120.0,Household Staples,Prepaid,220.0,62.0,49.0,184.0,Delivered
BB501911,C102557,2025-11-27,110295.0,Haircare,COD,639.0,71.0,0.0,339.0,Delivered
BB535478,C106476,2026-02-11,110190.0,Household Staples,Prepaid,495.0,113.0,49.0,395.0,Delivered
BB529978,C100023,2025-08-03,110078.0,Haircare,COD,847.0,160.0,0.0,406.0,Delivered
BB529490,C100162,2025-08-22,110386.0,Skincare,COD,736.0,36.0,0.0,319.0,Delivered
BB524655,C109694,2025-09-13,110610.0,Skincare,Prepaid,599.0,28.0,0.0,293.0,Delivered
BB505602,C111927,2025-10-03,110344.0,Skincare,COD,735.0,34.0,0.0,343.0,Delivered
BB516732,INTERNAL_QA,2025-05-20,110141.0,Household Staples,COD,0.0,17.0,49.0,0.0,Delivered
BB522152,C113913,2025-11-08,110309.0,Skincare,COD,995.0,271.0,0.0,456.0,RTO
BB525371,C111731,2025-07-19,110533.0,Skincare,Prepaid,591.0,83.0,0.0,259.0,Delivered
BB539368,C105529,2026-01-05,110351.0,Baby Care,COD,424.0,86.0,49.0,288.0,Delivered
BB532762,C109670,2025-11-11,110057.0,Skincare,Prepaid,1314.0,77.0,0.0,628.0,Delivered
BB527818,C102437,2026-01-27,110337.0,Home Cleaning,Prepaid,724.0,68.0,0.0,528.0,Delivered
BB537939,C112698,2025-10-07,110687.0,Household Staples,COD,318.0,26.0,49.0,271.0,Delivered
BB534884,C115234,2025-04-13,110652.0,Baby Care,COD,696.0,64.0,0.0,402.0,Delivered
BB511028,C111342,2025-05-15,110575.0,Home Cleaning,COD,613.0,36.0,0.0,470.0,Delivered
BB533756,C109504,2025-04-13,110701.0,Haircare,Prepaid,906.0,50.0,0.0,431.0,Delivered
BB515406,C110765,2026-01-08,110302.0,Household Staples,Prepaid,416.0,29.0,49.0,343.0,Delivered
BB502259,C114489,2025-11-15,110225.0,Baby Care,Prepaid,649.0,137.0,0.0,400.0,Cancelled
BB526169,C109961,2025-05-11,110099.0,Household Staples,COD,584.0,160.0,49.0,496.0,RTO
BB503278,C115477,2025-07-31,110701.0,Household Staples,Prepaid,334.0,35.0,49.0,267.0,Delivered
BB534370,C107159,2025-11-22,110085.0,Skincare,Prepaid,868.0,50.0,0.0,372.0,Delivered
BB502538,C104167,2025-10-24,110246.0,Skincare,COD,1178.0,258.0,0.0,512.0,Delivered
BB518901,C105682,2025-08-17,110540.0,Baby Care,COD,708.0,134.0,0.0,468.0,Delivered
BB513148,C115008,2025-06-14,110302.0,Skincare,COD,1041.0,201.0,0.0,418.0,Delivered
BB522560,C103023,2025-07-16,110218.0,Home Cleaning,Prepaid,489.0,114.0,49.0,373.0,Delivered
BB531757,C111724,2026-03-17,110603.0,Household Staples,COD,444.0,94.0,49.0,396.0,Delivered
BB525679,C106162,04-01-2026,110841.0,Household Staples,Prepaid,239.0,70.0,49.0,194.0,RTO
BB506627,C110083,2025-06-12,110183.0,Household Staples,Prepaid,498.0,25.0,49.0,428.0,Delivered
BB530879,C105071,2025-09-07,110652.0,Skincare,COD,501.0,31.0,49.0,230.0,Delivered
BB517888,C109611,2026-02-15,110652.0,Baby Care,COD,747.0,6.0,0.0,422.0,Delivered
BB522392,C109576,2025-09-05,110029.0,Haircare,COD,495.0,35.0,49.0,234.0,Delivered
BB504758,C104014,2025-09-16,110008.0,Home Cleaning,Prepaid,654.0,45.0,0.0,466.0,Delivered
BB519422,C104242,2026-03-27,110176.0,Haircare,COD,552.0,84.0,49.0,274.0,Delivered
BB504285,C110703,2025-12-23,110260.0,Skincare,Prepaid,889.0,97.0,0.0,319.0,Delivered
BB527221,C107796,2025-06-22,110099.0,Household Staples,COD,451.0,53.0,49.0,368.0,Delivered
BB527369,C115794,2026-02-11,110554.0,Baby Care,COD,1407.0,86.0,0.0,993.0,Delivered
BB522880,C107359,2026-03-22,110134.0,Home Cleaning,Prepaid,424.0,58.0,49.0,290.0,Delivered
BB506437,C113777,2026-03-15,110372.0,Home Cleaning,Prepaid,239.0,14.0,49.0,184.0,Delivered
BB536196,C104242,2025-12-30,110813.0,Home Cleaning,COD,617.0,53.0,0.0,467.0,Delivered
BB536747,C107190,2026-01-11,110449.0,Baby Care,COD,1272.0,13.0,0.0,871.0,Delivered
BB527311,C100237,2026-01-06,110337.0,Household Staples,Prepaid,565.0,40.0,0.0,461.0,Delivered
BB513146,C104527,2025-12-24,110309.0,Home Cleaning,COD,234.0,12.0,49.0,161.0,Delivered
BB521177,C111918,2025-09-06,110456.0,Baby Care,COD,220.0,27.0,49.0,140.0,Delivered
BB504966,C105629,2025-05-16,110057.0,Home Cleaning,Prepaid,524.0,70.0,49.0,370.0,Delivered
BB539355,C100224,2025-05-26,,Household Staples,Prepaid,718.0,107.0,0.0,560.0,Cancelled
BB500414,C102221,11-11-2025,110568.0,Skincare,Prepaid,464.0,21.0,49.0,193.0,Delivered
BB519588,C101347,2025-07-01,110071.0,Household Staples,Prepaid,521.0,115.0,49.0,432.0,Delivered
BB516043,C105373,2025-07-14,110449.0,Home Cleaning,COD,414.0,96.0,49.0,293.0,Delivered
BB504648,C109704,2026-01-06,110491.0,Baby Care,Prepaid,365.0,103.0,49.0,237.0,Delivered
BB509132,C108346,2025-08-23,110414.0,Haircare,Prepaid,439.0,33.0,49.0,226.0,Delivered
BB503768,C109372,2025-05-07,110148.0,Skincare,Prepaid,1011.0,146.0,0.0,409.0,Delivered
BB517806,C115458,2025-12-23,110155.0,Skincare,Prepaid,809.0,130.0,0.0,349.0,Delivered
BB506036,C111309,2025-05-31,110043.0,Baby Care,Prepaid,1314.0,196.0,0.0,781.0,Delivered
BB521154,C114684,2025-10-21,110435.0,Household Staples,COD,414.0,83.0,49.0,360.0,RTO
BB510213,C101040,2025-04-02,110148.0,Haircare,COD,910.0,31.0,0.0,491.0,Delivered
BB519070,C102871,2025-09-20,110673.0,Haircare,COD,595.0,80.0,0.0,312.0,RTO
BB509575,C109764,2025-12-23,110757.0,Haircare,COD,1302.0,60.0,0.0,754.0,Delivered
BB524471,C106651,2026-02-01,110176.0,Skincare,Prepaid,977.0,93.0,0.0,403.0,Delivered
BB515190,C104980,2026-03-06,110526.0,Baby Care,COD,968.0,108.0,0.0,593.0,Cancelled
BB535244,C109131,2026-03-19,110183.0,Haircare,COD,1091.0,39.0,0.0,544.0,Delivered
BB500708,C106505,2025-05-02,110015.0,Haircare,COD,898.0,30.0,0.0,497.0,Delivered
BB535793,C114183,2025-09-12,110225.0,Household Staples,Prepaid,468.0,74.0,49.0,384.0,Delivered
BB511746,C110506,2026-03-20,110505.0,Skincare,COD,661.0,107.0,0.0,289.0,Delivered
BB507752,C109987,2025-07-07,110407.0,Household Staples,Prepaid,192.0,8.0,49.0,161.0,RTO
BB515257,C101879,2025-10-07,110498.0,Household Staples,COD,405.0,133.0,49.0,343.0,RTO
BB509699,C101137,2025-04-18,110414.0,Skincare,COD,1026.0,188.0,0.0,425.0,Delivered
BB509003,C113094,2026-02-12,110736.0,Skincare,COD,588.0,50.0,0.0,282.0,Delivered
BB510282,C102461,2026-01-06,,Baby Care,COD,499.0,50.0,49.0,270.0,Delivered
BB513440,C105025,2026-02-13,110071.0,Haircare,Prepaid,963.0,94.0,0.0,576.0,Delivered
BB501028,C100189,2026-01-01,110323.0,Haircare,Prepaid,951.0,223.0,0.0,522.0,Delivered
BB526200,C115264,2025-06-11,110274.0,Skincare,Prepaid,869.0,28.0,0.0,399.0,Delivered
BB525840,C105410,2026-02-03,110001.0,Home Cleaning,Prepaid,781.0,34.0,0.0,548.0,Delivered
BB519823,C111599,2026-03-13,110358.0,Skincare,Prepaid,484.0,93.0,49.0,244.0,Delivered
BB509531,C102864,2026-02-10,110302.0,Haircare,COD,732.0,93.0,0.0,467.0,Delivered
BB529518,C107198,2026-02-02,110617.0,Haircare,Prepaid,907.0,38.0,0.0,498.0,Delivered
BB517779,C115362,2025-08-09,110365.0,Home Cleaning,Prepaid,415.0,19.0,49.0,276.0,Delivered
BB529958,C105585,2025-05-27,110463.0,Home Cleaning,Prepaid,236.0,48.0,49.0,181.0,Delivered
BB533400,C106048,2025-11-21,110638.0,Home Cleaning,Prepaid,230.0,26.0,49.0,158.0,Delivered
BB527599,C107262,2025-05-09,110442.0,Household Staples,Prepaid,172.0,5.0,49.0,137.0,Delivered
BB517906,C108850,2025-10-21,110582.0,Skincare,COD,1140.0,117.0,0.0,476.0,Delivered
BB530905,C114870,2025-05-22,110449.0,Baby Care,Prepaid,427.0,104.0,49.0,266.0,Delivered
BB527474,C110162,2026-03-19,110281.0,Household Staples,Prepaid,418.0,13.0,49.0,355.0,Delivered
BB515563,C110560,2025-09-04,110225.0,Skincare,COD,296.0,120.0,49.0,143.0,Delivered
BB535223,C105994,2025-04-05,110407.0,Skincare,COD,187.0,12.0,49.0,93.0,Delivered
BB535067,C115512,2026-03-04,110638.0,Home Cleaning,COD,434.0,2.0,49.0,326.0,Delivered
BB522074,C105031,2025-04-17,110638.0,Haircare,COD,464.0,39.0,49.0,231.0,Delivered
BB505461,C101410,2025-05-15,110239.0,Home Cleaning,COD,697.0,39.0,0.0,460.0,Delivered
BB536054,C114142,2026-01-04,110176.0,Skincare,COD,894.0,131.0,0.0,390.0,Delivered
BB502941,C110760,2026-01-07,110015.0,Home Cleaning,Prepaid,323.0,34.0,49.0,227.0,Delivered
BB511994,C104109,2025-04-18,110778.0,Haircare,COD,221.0,41.0,49.0,125.0,RTO
BB516804,C100035,2025-10-03,110309.0,Home Cleaning,Prepaid,633.0,69.0,0.0,468.0,Delivered
BB520302,C113822,2026-01-26,110337.0,Skincare,COD,745.0,244.0,0.0,318.0,Delivered
BB513376,C114711,2026-02-11,110141.0,Baby Care,COD,778.0,101.0,0.0,485.0,Delivered
BB535022,C103416,2025-09-30,110505.0,Skincare,COD,924.0,138.0,0.0,391.0,RTO
BB503679,C102456,2025-06-12,110463.0,Skincare,Prepaid,444.0,29.0,49.0,191.0,Delivered
BB518549,C115731,2025-04-26,110148.0,Home Cleaning,Prepaid,680.0,131.0,0.0,500.0,Delivered
BB535308,C105308,2026-02-18,110505.0,Skincare,COD,926.0,211.0,0.0,386.0,Delivered
BB528487,C111935,2025-05-14,110645.0,Haircare,COD,578.0,49.0,0.0,312.0,Delivered
BB528624,C100427,2025-10-15,110547.0,Skincare,Prepaid,348.0,34.0,49.0,169.0,Delivered
BB513499,C114952,2025-11-07,110155.0,Home Cleaning,Prepaid,333.0,105.0,49.0,241.0,Delivered
BB506899,C115534,2025-10-02,110120.0,Skincare,COD,653.0,56.0,0.0,320.0,Delivered
BB508712,C101370,2025-04-01,,Home Cleaning,COD,557.0,119.0,49.0,399.0,Delivered
BB513699,C109928,2026-01-15,110729.0,Home Cleaning,COD,584.0,4.0,0.0,437.0,Delivered
BB503648,C109531,2025-10-23,110141.0,Baby Care,COD,1114.0,131.0,0.0,790.0,Delivered
BB512221,C113321,2026-01-08,110337.0,Haircare,Prepaid,558.0,105.0,49.0,290.0,Delivered
BB508068,C111409,2025-07-10,110792.0,Haircare,COD,590.0,114.0,49.0,334.0,Delivered
BB510737,C112805,2026-02-10,110239.0,Skincare,COD,1208.0,54.0,0.0,585.0,Delivered
BB519188,C107143,2025-06-10,110414.0,Home Cleaning,Prepaid,616.0,73.0,0.0,459.0,Delivered
BB527778,C107341,2026-01-12,110393.0,Household Staples,COD,450.0,24.0,49.0,393.0,Delivered
BB534186,C109668,2026-03-26,110603.0,Skincare,COD,597.0,24.0,0.0,273.0,Delivered
BB500155,C111431,2025-11-14,110365.0,Household Staples,Prepaid,149.0,18.0,49.0,122.0,Delivered
BB502509,C108650,2025-11-02,110330.0,Skincare,Prepaid,555.0,124.0,49.0,273.0,Delivered
BB524079,C113319,2025-12-20,110309.0,Haircare,COD,826.0,125.0,0.0,433.0,Delivered
BB505762,C105231,2026-03-01,110365.0,Household Staples,Prepaid,791.0,174.0,0.0,660.0,Delivered
BB534882,C102280,2025-04-16,110708.0,Household Staples,COD,221.0,46.0,49.0,190.0,Delivered
BB537311,C100399,2025-07-01,110505.0,Baby Care,COD,1283.0,172.0,0.0,821.0,Delivered
BB511898,C105734,2025-04-07,110463.0,Haircare,Prepaid,668.0,204.0,49.0,349.0,RTO
BB532645,C110549,2025-05-20,110463.0,Baby Care,Prepaid,902.0,46.0,0.0,548.0,Delivered
BB538924,C111974,2026-02-28,110505.0,Skincare,COD,149.0,5.0,49.0,68.0,Cancelled
BB536233,C113971,2025-08-04,110127.0,Home Cleaning,COD,797.0,212.0,0.0,558.0,Delivered
BB524200,C102614,2025-12-17,110428.0,Skincare,COD,1039.0,91.0,0.0,440.0,Delivered
BB505473,C113394,2025-06-13,110771.0,Haircare,COD,713.0,255.0,49.0,394.0,Delivered
BB506875,C112853,18-04-2025,110218.0,Home Cleaning,Prepaid,642.0,84.0,0.0,460.0,Delivered
BB512759,C103648,2026-03-01,110421.0,Skincare,COD,667.0,10.0,0.0,306.0,Delivered
BB512134,C107173,2025-08-09,110820.0,Skincare,COD,810.0,31.0,0.0,319.0,Delivered
BB530456,C104054,2025-09-01,110666.0,Home Cleaning,Prepaid,613.0,26.0,0.0,413.0,Delivered
BB503179,C106167,2026-02-10,110211.0,Home Cleaning,Prepaid,572.0,27.0,0.0,441.0,Delivered
BB523733,C105088,2025-12-09,110064.0,Haircare,COD,711.0,30.0,0.0,353.0,Delivered
BB514546,C111912,2025-12-10,110526.0,Skincare,COD,476.0,107.0,49.0,242.0,Delivered
BB531447,C115834,2025-11-27,110113.0,Skincare,COD,672.0,98.0,0.0,265.0,Delivered
BB519738,C114503,2025-12-17,110008.0,Haircare,COD,406.0,53.0,49.0,210.0,Delivered
BB501877,C107194,2025-07-13,110841.0,Haircare,COD,531.0,43.0,49.0,277.0,Delivered
BB528591,C111747,2025-12-18,110617.0,Baby Care,COD,1174.0,209.0,0.0,687.0,Delivered
BB519875,C103660,2025-08-15,110176.0,Home Cleaning,Prepaid,348.0,39.0,49.0,252.0,Delivered
BB506442,C110343,2025-05-31,110260.0,Home Cleaning,COD,631.0,66.0,0.0,442.0,Delivered
BB500098,C102938,2025-06-18,110141.0,Skincare,COD,1030.0,50.0,0.0,439.0,Delivered
BB530464,C110649,2026-01-12,110519.0,Haircare,Prepaid,982.0,50.0,0.0,487.0,Delivered
BB531483,C109921,2025-12-10,110582.0,Skincare,COD,743.0,190.0,0.0,365.0,Delivered
BB533544,C112808,2025-08-16,110610.0,Household Staples,COD,452.0,40.0,49.0,381.0,RTO
BB504516,C102447,2025-11-26,110078.0,Home Cleaning,COD,698.0,72.0,0.0,525.0,Delivered
BB525516,C104476,2025-09-01,110652.0,Haircare,Prepaid,754.0,133.0,0.0,428.0,Delivered
BB533899,C106657,2026-03-10,110134.0,Baby Care,COD,736.0,46.0,0.0,437.0,Delivered
BB510543,C108243,2025-08-27,110764.0,Skincare,COD,1045.0,395.0,0.0,507.0,RTO
BB506412,C109162,2025-12-27,110568.0,Home Cleaning,COD,589.0,23.0,0.0,394.0,Delivered
BB536433,C113824,2026-03-08,110603.0,Skincare,COD,603.0,75.0,0.0,254.0,Delivered
BB507325,C101247,2025-06-24,110148.0,Skincare,Prepaid,1055.0,125.0,0.0,428.0,Delivered
BB506468,C102317,2025-08-05,110617.0,Household Staples,Prepaid,246.0,17.0,49.0,217.0,Delivered
BB527559,C101723,2025-05-10,110575.0,Household Staples,COD,565.0,47.0,0.0,487.0,Delivered
BB513677,C105471,2025-06-19,110834.0,Haircare,Prepaid,581.0,25.0,0.0,254.0,Delivered
BB519523,C106456,2026-02-21,110099.0,Household Staples,Prepaid,351.0,68.0,49.0,292.0,Delivered
BB527114,C112899,2025-04-06,110372.0,Baby Care,COD,768.0,125.0,0.0,490.0,Delivered
BB525018,C108012,2025-11-14,110162.0,Baby Care,COD,710.0,115.0,0.0,373.0,Delivered
BB527528,C103932,2025-07-30,110092.0,Home Cleaning,Prepaid,687.0,31.0,0.0,478.0,Delivered
BB528823,C105019,2025-12-17,110162.0,Skincare,Prepaid,840.0,64.0,0.0,352.0,Delivered
BB530217,C103579,2025-05-11,110267.0,Household Staples,Prepaid,431.0,99.0,49.0,350.0,Delivered
BB504132,C106243,2025-12-15,110582.0,Haircare,Prepaid,584.0,72.0,0.0,341.0,Delivered
BB526758,C104877,2025-08-11,110050.0,Baby Care,Prepaid,855.0,34.0,0.0,533.0,Delivered
BB529788,C105269,2026-03-25,110484.0,Home Cleaning,Prepaid,598.0,48.0,0.0,435.0,Delivered
BB515328,C107429,2026-02-28,110218.0,Household Staples,COD,330.0,77.0,49.0,281.0,Delivered
BB525971,C101638,2025-10-05,110449.0,Baby Care,COD,718.0,49.0,0.0,437.0,Delivered
BB511449,C102867,2026-01-30,110470.0,Skincare,COD,1190.0,9.0,0.0,393.0,Delivered
BB505441,C111750,2025-10-21,110757.0,Household Staples,COD,409.0,66.0,49.0,331.0,RTO
BB524706,C109852,2025-06-15,110232.0,Haircare,COD,692.0,34.0,0.0,341.0,Delivered
BB536075,C110924,2026-02-18,110743.0,Household Staples,COD,149.0,10.0,49.0,131.0,Delivered
BB521636,C101596,2026-03-03,110190.0,Haircare,COD,927.0,118.0,0.0,495.0,Delivered
BB520683,C109682,2025-10-29,110148.0,Household Staples,COD,286.0,68.0,49.0,248.0,Delivered
BB531327,C107997,2025-12-28,110421.0,Baby Care,COD,337.0,95.0,49.0,194.0,Delivered
BB506796,C107664,2025-09-04,110372.0,Home Cleaning,COD,758.0,22.0,0.0,601.0,Delivered
BB516770,C104966,2026-02-03,110190.0,Home Cleaning,COD,517.0,7.0,0.0,357.0,Delivered
BB501635,C106368,2025-09-21,110659.0,Home Cleaning,Prepaid,663.0,77.0,0.0,500.0,Delivered
BB510926,C107919,2025-05-20,110386.0,Baby Care,Prepaid,950.0,161.0,0.0,649.0,Delivered
BB508699,C105593,2025-12-26,110281.0,Haircare,COD,680.0,78.0,0.0,365.0,Delivered
BB538103,C105976,2025-12-28,110113.0,Skincare,Prepaid,1200.0,467.0,0.0,497.0,Delivered
BB504512,C114215,2025-04-27,110029.0,Haircare,COD,327.0,17.0,49.0,180.0,RTO
BB538199,C111521,2026-01-01,110330.0,Baby Care,Prepaid,1727.0,270.0,0.0,1126.0,Delivered
BB521982,C111764,2026-01-20,110043.0,Household Staples,COD,581.0,103.0,49.0,486.0,Delivered
BB500495,C102988,2026-01-15,110393.0,Baby Care,Prepaid,660.0,76.0,0.0,380.0,Delivered
BB524652,C100045,2025-10-08,110421.0,Home Cleaning,COD,670.0,156.0,0.0,491.0,Delivered
BB522959,C102017,2025-10-10,110456.0,Skincare,COD,884.0,203.0,0.0,429.0,Delivered
BB511828,C107009,2026-02-13,110176.0,Haircare,COD,401.0,25.0,49.0,191.0,Delivered
BB530046,C112695,2026-03-07,110568.0,Home Cleaning,COD,400.0,51.0,49.0,308.0,Delivered
BB513465,C100855,2026-03-05,110029.0,Household Staples,COD,408.0,65.0,49.0,336.0,Delivered
BB528329,C103704,2026-03-31,110099.0,Household Staples,Prepaid,272.0,54.0,49.0,219.0,Delivered
BB530713,C102253,2026-01-19,110071.0,Household Staples,Prepaid,394.0,46.0,49.0,328.0,Delivered
BB533283,C103629,2025-07-11,110162.0,Haircare,Prepaid,832.0,27.0,0.0,450.0,Delivered
BB531542,C112605,2025-07-08,110218.0,Haircare,Prepaid,862.0,88.0,0.0,461.0,Delivered
BB533217,C113454,2025-10-29,110449.0,Haircare,COD,152.0,31.0,49.0,75.0,Delivered
BB519626,C114086,2026-03-19,110673.0,Haircare,Prepaid,594.0,28.0,0.0,307.0,Delivered
BB515855,C111666,2025-09-13,110323.0,Skincare,COD,803.0,206.0,0.0,341.0,Delivered
BB510280,C112032,2025-07-25,110407.0,Household Staples,Prepaid,170.0,2.0,49.0,147.0,Delivered
BB516681,C110856,2026-03-03,110190.0,Household Staples,Prepaid,510.0,53.0,49.0,412.0,Delivered
BB508567,C110251,2025-04-16,110561.0,Skincare,COD,465.0,35.0,49.0,198.0,Delivered
BB513474,C111114,2025-09-05,110666.0,Home Cleaning,COD,550.0,27.0,0.0,375.0,Delivered
BB510531,C104308,2025-05-09,110232.0,Home Cleaning,COD,265.0,7.0,49.0,199.0,Delivered
BB536145,C107590,2025-06-09,110309.0,Skincare,COD,1509.0,210.0,0.0,608.0,Delivered
BB532258,C112121,2025-07-20,110015.0,Haircare,Prepaid,483.0,64.0,49.0,258.0,Delivered
BB512478,C111604,2025-11-18,110344.0,Baby Care,Prepaid,1075.0,152.0,0.0,699.0,Delivered
BB528025,C106637,2025-04-05,110309.0,Haircare,COD,629.0,213.0,49.0,317.0,Delivered
BB529610,C112142,2025-07-20,110624.0,Haircare,COD,792.0,74.0,0.0,429.0,RTO
BB505521,C102393,2026-03-18,110680.0,Baby Care,COD,1033.0,103.0,0.0,656.0,Delivered
BB514027,C105828,2026-02-09,110561.0,Home Cleaning,COD,533.0,179.0,49.0,417.0,Delivered
BB524084,C109483,2025-05-27,110351.0,Haircare,COD,707.0,216.0,49.0,369.0,Delivered
BB514634,C103268,2025-11-07,110785.0,Skincare,COD,647.0,47.0,0.0,311.0,RTO
BB539407,C103447,2025-04-29,110526.0,Home Cleaning,Prepaid,569.0,54.0,0.0,427.0,Delivered
BB531330,C103540,2025-06-24,,Home Cleaning,COD,362.0,81.0,49.0,267.0,Delivered
BB529567,C102210,2026-03-01,110274.0,Haircare,Prepaid,225.0,24.0,49.0,123.0,Cancelled
BB505435,C100428,2026-01-19,110085.0,Skincare,COD,1041.0,303.0,0.0,506.0,Delivered
BB512140,C103993,2025-08-19,110617.0,Household Staples,COD,733.0,201.0,0.0,612.0,Delivered
BB500009,C107719,2025-10-15,110351.0,Haircare,COD,848.0,145.0,0.0,440.0,Delivered
BB527230,C102182,2025-06-17,110351.0,Household Staples,COD,786.0,189.0,0.0,595.0,Delivered
BB516763,C106899,2025-04-29,110148.0,Skincare,Prepaid,1250.0,55.0,0.0,466.0,Delivered
BB527006,C101100,2025-09-05,110442.0,Home Cleaning,Prepaid,489.0,13.0,49.0,350.0,Delivered
BB531359,C107933,2025-06-26,110645.0,Home Cleaning,COD,668.0,36.0,0.0,455.0,Delivered
BB535227,C101178,2026-03-08,110575.0,Household Staples,Prepaid,438.0,91.0,49.0,331.0,Delivered
BB530863,C108339,2025-12-30,110435.0,Home Cleaning,COD,587.0,86.0,0.0,421.0,Delivered
BB537433,C114129,2025-05-01,110162.0,Skincare,Prepaid,838.0,177.0,0.0,387.0,Delivered
BB528402,C115191,2025-08-12,110393.0,Skincare,Prepaid,1003.0,128.0,0.0,437.0,Delivered
BB516567,C114585,2025-09-21,110407.0,Household Staples,Prepaid,576.0,101.0,49.0,487.0,Delivered
BB501803,C110768,2025-11-29,110540.0,Home Cleaning,Prepaid,610.0,65.0,0.0,430.0,Delivered
BB518920,C114461,2025-06-10,110176.0,Household Staples,Prepaid,287.0,52.0,49.0,222.0,Delivered
BB506803,C102664,2025-08-16,110680.0,Home Cleaning,COD,683.0,16.0,0.0,493.0,Delivered
BB520351,C103484,2025-11-02,110393.0,Baby Care,Prepaid,1052.0,114.0,0.0,683.0,Cancelled
BB515944,C102950,2025-08-02,110036.0,Skincare,COD,898.0,33.0,0.0,361.0,Delivered
BB527924,C115773,2025-12-08,110064.0,Home Cleaning,COD,341.0,26.0,49.0,256.0,Delivered
BB528246,C112507,2025-10-14,110092.0,Household Staples,Prepaid,406.0,85.0,49.0,337.0,Delivered
BB535185,C108494,2026-03-18,110596.0,Haircare,COD,359.0,17.0,49.0,166.0,RTO
BB516614,C106199,2025-07-21,110351.0,Home Cleaning,Prepaid,782.0,90.0,0.0,592.0,Delivered
BB534406,C100707,2025-04-16,110379.0,Home Cleaning,COD,526.0,52.0,49.0,386.0,Delivered
BB502875,C104692,2025-07-15,110680.0,Skincare,COD,1062.0,161.0,0.0,529.0,RTO
BB538815,C108508,2025-11-16,110554.0,Skincare,COD,304.0,33.0,49.0,155.0,Delivered
BB518890,C103024,2025-05-17,110106.0,Household Staples,COD,778.0,148.0,0.0,631.0,Delivered
BB538498,C104311,2026-02-22,110582.0,Home Cleaning,Prepaid,160.0,22.0,49.0,104.0,Delivered
BB500975,C104040,2025-11-10,110260.0,Household Staples,COD,258.0,39.0,49.0,202.0,Delivered
BB501919,C111416,2025-09-10,110225.0,Home Cleaning,Prepaid,530.0,10.0,0.0,371.0,Delivered
BB512431,C100725,2025-08-28,110225.0,Home Cleaning,Prepaid,579.0,57.0,0.0,417.0,Delivered
BB515117,C107492,2026-02-25,110337.0,Skincare,Prepaid,269.0,6.0,49.0,124.0,Delivered
BB535865,C115914,2025-11-10,110036.0,Household Staples,COD,553.0,96.0,49.0,471.0,Delivered
BB500406,C105427,2025-05-05,110624.0,Home Cleaning,COD,716.0,85.0,0.0,519.0,Delivered
BB530695,C101563,2025-10-29,110155.0,Skincare,Prepaid,794.0,329.0,49.0,334.0,Delivered
BB531333,C104152,2025-09-21,110589.0,Home Cleaning,COD,554.0,116.0,49.0,393.0,Delivered
BB535327,C106884,2025-07-29,110659.0,Skincare,COD,874.0,23.0,0.0,427.0,Delivered
BB501219,C103692,2025-04-03,110428.0,Haircare,COD,903.0,187.0,0.0,460.0,Delivered
BB505472,C100886,2025-04-29,110596.0,Home Cleaning,Prepaid,289.0,21.0,49.0,198.0,Delivered
BB513039,C104495,2025-12-08,110400.0,Home Cleaning,Prepaid,820.0,148.0,0.0,606.0,Delivered
BB529265,C101372,2025-05-27,110120.0,Household Staples,Prepaid,501.0,94.0,49.0,410.0,Delivered
BB535935,C109830,2025-04-14,110617.0,Home Cleaning,COD,809.0,60.0,0.0,612.0,Delivered
BB502349,C108638,29-09-2025,110834.0,Haircare,COD,336.0,48.0,49.0,167.0,Delivered
BB523016,C104873,2026-01-15,110638.0,Skincare,Prepaid,258.0,28.0,49.0,112.0,Delivered
BB516968,C107025,2025-09-16,110764.0,Haircare,COD,662.0,17.0,0.0,343.0,Delivered
BB514461,C111209,2026-01-17,110568.0,Skincare,COD,397.0,126.0,49.0,206.0,Delivered
BB538805,C108388,2025-12-03,110078.0,Skincare,Prepaid,804.0,47.0,0.0,397.0,Delivered
BB518201,C111799,2025-10-01,110134.0,Household Staples,Prepaid,813.0,128.0,0.0,722.0,Delivered
BB536319,C113022,2025-06-02,110456.0,Baby Care,COD,752.0,77.0,0.0,450.0,Delivered
BB534152,C112309,2025-05-08,110162.0,Baby Care,Prepaid,990.0,165.0,0.0,618.0,Delivered
BB530476,C109607,2026-01-19,110505.0,Haircare,COD,389.0,46.0,49.0,207.0,Delivered
BB509974,C103789,2025-12-24,110617.0,Skincare,COD,192.0,7.0,49.0,83.0,RTO
BB534730,C108719,2026-01-30,110715.0,Baby Care,COD,399.0,62.0,49.0,228.0,Cancelled
