order_id,order_date,customer_id,city,state,zone,pincode,category,payment_mode,courier_partner,acquisition_channel,order_status,gross_order_value,discount_amount,delivery_fee_charged,product_cost,forward_shipping_cost,rto_shipping_cost,net_order_value,net_revenue,delivery_revenue,cogs_effective,shipping_cost,payment_cost,contribution_margin,is_loss,value_band
BB539694,2025-09-19,C109891,Guwahati,Assam,Tier3,110694,Haircare,Prepaid,ZipEx,Referral,Delivered,925.0,179.0,0.0,446.0,96.0,0.0,746.0,746.0,0.0,446.0,96.0,14.92,189.08,False,700-999
BB539295,2025-11-22,C111800,Hyderabad,Telangana,Metro,110302,Household Staples,COD,BharatShip,Organic,Cancelled,431.0,54.0,49.0,362.0,0.0,0.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,False,300-499
BB515063,2025-05-20,C111394,Pune,Maharashtra,Tier2,110463,Skincare,Prepaid,BharatShip,Influencer,Delivered,1144.0,99.0,0.0,529.0,94.0,0.0,1045.0,1045.0,0.0,529.0,94.0,20.9,401.1,False,1000+
BB509207,2025-08-09,C103376,Hyderabad,Telangana,Metro,110323,Baby Care,COD,SwiftLogix,Meta Ads,Delivered,623.0,4.0,0.0,366.0,48.0,0.0,619.0,619.0,0.0,366.0,48.0,25.0,180.0,False,500-699
BB500215,2025-07-12,C101124,Mumbai,Maharashtra,Metro,110162,Haircare,Prepaid,SwiftLogix,Meta Ads,Delivered,312.0,87.0,49.0,161.0,60.0,0.0,225.0,225.0,49.0,161.0,60.0,5.48,47.52,False,Under 300
BB527921,2026-03-24,C102617,Kochi,Kerala,Tier2,110603,Skincare,COD,BharatShip,Meta Ads,Delivered,1497.0,118.0,0.0,699.0,83.0,0.0,1379.0,1379.0,0.0,699.0,83.0,25.0,572.0,False,1000+
BB539179,2025-12-18,C104222,Pune,Maharashtra,Tier2,110456,Haircare,Prepaid,BharatShip,Influencer,RTO,591.0,58.0,0.0,331.0,91.0,141.0,533.0,0.0,0.0,49.65,232.0,0.0,-281.65,True,500-699
BB508655,2026-03-26,C103017,Mumbai,Maharashtra,Metro,110169,Home Cleaning,Prepaid,ZipEx,Meta Ads,Cancelled,605.0,8.0,0.0,464.0,0.0,0.0,597.0,0.0,0.0,0.0,0.0,0.0,0.0,False,500-699
BB502682,2026-03-09,C115113,Mumbai,Maharashtra,Metro,110113,Home Cleaning,Prepaid,SwiftLogix,Meta Ads,Delivered,450.0,38.0,49.0,322.0,69.0,0.0,412.0,412.0,49.0,322.0,69.0,9.22,60.78,False,300-499
BB526999,2025-10-25,C106399,Bengaluru,Karnataka,Metro,110092,Home Cleaning,COD,SwiftLogix,Google Ads,Delivered,450.0,42.0,49.0,314.0,64.0,0.0,408.0,408.0,49.0,314.0,64.0,25.0,54.0,False,300-499
BB511160,2025-06-14,C103302,Hyderabad,Telangana,Metro,110281,Skincare,COD,SwiftLogix,Meta Ads,Delivered,1093.0,69.0,0.0,528.0,62.0,0.0,1024.0,1024.0,0.0,528.0,62.0,25.0,409.0,False,1000+
BB502321,2025-09-07,C104154,Mumbai,Maharashtra,Metro,110127,Household Staples,COD,SwiftLogix,Referral,Delivered,471.0,33.0,49.0,368.0,59.0,0.0,438.0,438.0,49.0,368.0,59.0,25.0,35.0,False,300-499
BB510486,2025-06-18,C104113,Bengaluru,Karnataka,Metro,110050,Skincare,COD,BharatShip,Meta Ads,Delivered,570.0,68.0,0.0,235.0,71.0,0.0,502.0,502.0,0.0,235.0,71.0,25.0,171.0,False,500-699
BB527092,2026-03-14,C114709,Chennai,Tamil Nadu,Metro,110414,Household Staples,COD,SwiftLogix,Meta Ads,Delivered,498.0,23.0,49.0,432.0,67.0,0.0,475.0,475.0,49.0,432.0,67.0,25.0,0.0,False,300-499
BB536320,2026-01-29,C114142,Hyderabad,Telangana,Metro,110337,Baby Care,Prepaid,SwiftLogix,Influencer,Delivered,1346.0,45.0,0.0,864.0,77.0,0.0,1301.0,1301.0,0.0,864.0,77.0,26.02,333.98,False,1000+
BB510965,2026-03-25,C115300,Chennai,Tamil Nadu,Metro,110414,Haircare,Prepaid,ZipEx,Organic,Delivered,597.0,37.0,0.0,315.0,51.0,0.0,560.0,560.0,0.0,315.0,51.0,11.2,182.8,False,500-699
BB502932,2025-11-17,C112275,Lucknow,Uttar Pradesh,Tier2,110547,Home Cleaning,Prepaid,ZipEx,Meta Ads,Delivered,374.0,9.0,49.0,274.0,97.0,0.0,365.0,365.0,49.0,274.0,97.0,8.28,34.72,False,300-499
BB539757,2025-09-07,C101157,Bhagalpur,Bihar,Tier3,110834,Home Cleaning,COD,BharatShip,Organic,Delivered,149.0,20.0,49.0,85.0,119.0,0.0,129.0,129.0,49.0,85.0,119.0,25.0,-51.0,True,Under 300
BB539630,2025-09-05,C100202,Bengaluru,Karnataka,Metro,110092,Haircare,COD,ZipEx,Meta Ads,Delivered,1067.0,184.0,0.0,515.0,52.0,0.0,883.0,883.0,0.0,515.0,52.0,25.0,291.0,False,700-999
BB504036,2025-12-20,C104871,Chennai,Tamil Nadu,Metro,110386,Home Cleaning,Prepaid,SwiftLogix,Influencer,Delivered,532.0,85.0,49.0,406.0,63.0,0.0,447.0,447.0,49.0,406.0,63.0,9.92,17.08,False,300-499
BB507826,2025-09-26,C112082,Pune,Maharashtra,Tier2,110456,Baby Care,COD,SwiftLogix,Organic,Delivered,691.0,43.0,0.0,443.0,103.0,0.0,648.0,648.0,0.0,443.0,103.0,25.0,77.0,False,500-699
BB511225,2025-05-17,C109682,Bengaluru,Karnataka,Metro,110036,Skincare,Prepaid,BharatShip,Influencer,Delivered,1077.0,86.0,0.0,443.0,58.0,0.0,991.0,991.0,0.0,443.0,58.0,19.82,470.18,False,700-999
BB537315,2026-01-22,C113352,Delhi,Delhi,Metro,110197,Household Staples,Prepaid,SwiftLogix,Meta Ads,Delivered,573.0,19.0,0.0,469.0,59.0,0.0,554.0,554.0,0.0,469.0,59.0,11.08,14.92,False,500-699
BB515388,2026-03-17,C107719,Kochi,Kerala,Tier2,110610,Baby Care,Prepaid,BharatShip,Organic,Delivered,784.0,84.0,0.0,505.0,96.0,0.0,700.0,700.0,0.0,505.0,96.0,14.0,85.0,False,700-999
BB511874,2025-11-15,C108226,Bengaluru,Karnataka,Metro,110043,Haircare,Prepaid,ZipEx,Influencer,Delivered,900.0,34.0,0.0,491.0,62.0,0.0,866.0,866.0,0.0,491.0,62.0,17.32,295.68,False,700-999
BB537192,2025-12-24,C110150,Bengaluru,Karnataka,Metro,110050,Haircare,Prepaid,BharatShip,Organic,Delivered,472.0,21.0,49.0,247.0,66.0,0.0,451.0,451.0,49.0,247.0,66.0,10.0,177.0,False,300-499
BB502648,2025-10-26,C110118,Mumbai,Maharashtra,Metro,110120,Household Staples,Prepaid,SwiftLogix,Meta Ads,Delivered,429.0,31.0,49.0,338.0,76.0,0.0,398.0,398.0,49.0,338.0,76.0,8.94,24.06,False,300-499
BB515968,2025-11-19,C112899,Hyderabad,Telangana,Metro,110288,Baby Care,COD,SwiftLogix,Google Ads,Delivered,1012.0,204.0,0.0,586.0,71.0,0.0,808.0,808.0,0.0,586.0,71.0,25.0,126.0,False,700-999
BB525854,2025-08-06,C115540,Mumbai,Maharashtra,Metro,110148,Skincare,COD,SwiftLogix,Referral,Delivered,999.0,173.0,0.0,480.0,55.0,0.0,826.0,826.0,0.0,480.0,55.0,25.0,266.0,False,700-999
BB514547,2026-01-01,C113483,Bengaluru,Karnataka,Metro,110064,Haircare,COD,ZipEx,Influencer,Delivered,549.0,94.0,49.0,296.0,61.0,0.0,455.0,455.0,49.0,296.0,61.0,25.0,122.0,False,300-499
BB523824,2025-11-27,C111077,Jaipur,Rajasthan,Tier2,110484,Household Staples,COD,SwiftLogix,Meta Ads,Delivered,380.0,28.0,49.0,318.0,91.0,0.0,352.0,352.0,49.0,318.0,91.0,25.0,-33.0,True,300-499
BB536541,2025-12-11,C102611,Mumbai,Maharashtra,Metro,110190,Home Cleaning,COD,SwiftLogix,Meta Ads,Delivered,411.0,17.0,49.0,304.0,73.0,0.0,394.0,394.0,49.0,304.0,73.0,25.0,41.0,False,300-499
BB520456,2026-03-05,C105364,Lucknow,Uttar Pradesh,Tier2,110526,Household Staples,Prepaid,BharatShip,Organic,Delivered,592.0,129.0,49.0,482.0,84.0,0.0,463.0,463.0,49.0,482.0,84.0,10.24,-64.24,True,300-499
BB500857,2026-01-15,C110742,Chennai,Tamil Nadu,Metro,110414,Home Cleaning,Prepaid,SwiftLogix,Meta Ads,Delivered,587.0,11.0,0.0,408.0,69.0,0.0,576.0,576.0,0.0,408.0,69.0,11.52,87.48,False,500-699
BB509530,2025-06-20,C111980,Delhi,Delhi,Metro,110267,Home Cleaning,Prepaid,SwiftLogix,Organic,Delivered,376.0,24.0,49.0,261.0,53.0,0.0,352.0,352.0,49.0,261.0,53.0,8.02,78.98,False,300-499
BB526641,2025-08-07,C109135,Indore,Madhya Pradesh,Tier2,110631,Home Cleaning,Prepaid,BharatShip,Meta Ads,Delivered,459.0,76.0,49.0,344.0,91.0,0.0,383.0,383.0,49.0,344.0,91.0,8.64,-11.64,True,300-499
BB528077,2026-01-30,C111995,Bengaluru,Karnataka,Metro,110022,Skincare,Prepaid,SwiftLogix,Google Ads,Delivered,881.0,113.0,0.0,415.0,65.0,0.0,768.0,768.0,0.0,415.0,65.0,15.36,272.64,False,700-999
BB515266,2025-11-29,C108197,Kochi,Kerala,Tier2,110589,Skincare,COD,BharatShip,Google Ads,Cancelled,1088.0,194.0,0.0,560.0,0.0,0.0,894.0,0.0,0.0,0.0,0.0,0.0,0.0,False,700-999
BB514480,2025-08-02,C111995,Ranchi,Jharkhand,Tier3,110715,Home Cleaning,COD,BharatShip,Google Ads,Delivered,712.0,179.0,0.0,530.0,92.0,0.0,533.0,533.0,0.0,530.0,92.0,25.0,-114.0,True,500-699
BB521993,2025-05-20,C110746,Indore,Madhya Pradesh,Tier2,110624,Home Cleaning,Prepaid,BharatShip,Meta Ads,Delivered,710.0,89.0,0.0,528.0,109.0,0.0,621.0,621.0,0.0,528.0,109.0,12.42,-28.42,True,500-699
BB501209,2025-11-20,C103988,Jaipur,Rajasthan,Tier2,110484,Skincare,COD,SwiftLogix,Meta Ads,Delivered,976.0,53.0,0.0,452.0,85.0,0.0,923.0,923.0,0.0,452.0,85.0,25.0,361.0,False,700-999
BB521327,2025-12-25,C105369,Pune,Maharashtra,Tier2,110435,Skincare,COD,ZipEx,Meta Ads,Delivered,873.0,104.0,0.0,425.0,77.0,0.0,769.0,769.0,0.0,425.0,77.0,25.0,242.0,False,700-999
BB508661,2025-10-03,C107386,Bhagalpur,Bihar,Tier3,110813,Haircare,Prepaid,BharatShip,Organic,Delivered,628.0,110.0,0.0,310.0,106.0,0.0,518.0,518.0,0.0,310.0,106.0,10.36,91.64,False,500-699
BB502789,2025-04-22,C114090,Mumbai,Maharashtra,Metro,110148,Household Staples,Prepaid,SwiftLogix,Organic,Delivered,233.0,31.0,49.0,197.0,68.0,0.0,202.0,202.0,49.0,197.0,68.0,5.02,-19.02,True,Under 300
BB503580,2025-06-12,C107554,Mumbai,Maharashtra,Metro,110113,Skincare,Prepaid,SwiftLogix,Organic,Delivered,668.0,11.0,0.0,315.0,72.0,0.0,657.0,657.0,0.0,315.0,72.0,13.14,256.86,False,500-699
BB505149,2025-10-29,C100710,Chennai,Tamil Nadu,Metro,110386,Skincare,Prepaid,ZipEx,Influencer,Delivered,941.0,79.0,0.0,413.0,68.0,0.0,862.0,862.0,0.0,413.0,68.0,17.24,363.76,False,700-999
BB526582,2025-10-03,C111348,Hyderabad,Telangana,Metro,110295,Baby Care,Prepaid,ZipEx,Google Ads,Delivered,1015.0,263.0,0.0,660.0,64.0,0.0,752.0,752.0,0.0,660.0,64.0,15.04,12.96,False,700-999
BB535132,2025-06-22,C111134,Lucknow,Uttar Pradesh,Tier2,110568,Skincare,COD,ZipEx,Google Ads,Delivered,1381.0,118.0,0.0,577.0,91.0,0.0,1263.0,1263.0,0.0,577.0,91.0,25.0,570.0,False,1000+
BB520685,2025-11-22,C105829,Chennai,Tamil Nadu,Metro,110365,Baby Care,Prepaid,SwiftLogix,Meta Ads,Delivered,1111.0,35.0,0.0,685.0,60.0,0.0,1076.0,1076.0,0.0,685.0,60.0,21.52,309.48,False,1000+
BB502068,2026-03-09,C110731,Ranchi,Jharkhand,Tier3,110729,Haircare,COD,BharatShip,Influencer,Delivered,803.0,226.0,0.0,431.0,120.0,0.0,577.0,577.0,0.0,431.0,120.0,25.0,1.0,False,500-699
BB539078,2025-05-11,C113607,Jaipur,Rajasthan,Tier2,110505,Household Staples,COD,ZipEx,Google Ads,Delivered,556.0,105.0,49.0,449.0,78.0,0.0,451.0,451.0,49.0,449.0,78.0,25.0,-52.0,True,300-499
BB503417,2025-05-19,C109757,Chennai,Tamil Nadu,Metro,110358,Skincare,Prepaid,SwiftLogix,Meta Ads,Delivered,726.0,43.0,0.0,326.0,50.0,0.0,683.0,683.0,0.0,326.0,50.0,13.66,293.34,False,500-699
BB528218,2025-11-13,C104991,Mumbai,Maharashtra,Metro,110190,Home Cleaning,COD,SwiftLogix,Google Ads,Delivered,549.0,77.0,49.0,380.0,77.0,0.0,472.0,472.0,49.0,380.0,77.0,25.0,39.0,False,300-499
BB526119,2025-12-02,C105533,Delhi,Delhi,Metro,110218,Haircare,Prepaid,SwiftLogix,Meta Ads,Delivered,506.0,91.0,49.0,253.0,62.0,0.0,415.0,415.0,49.0,253.0,62.0,9.28,139.72,False,300-499
BB532761,2026-03-01,C102609,Mumbai,Maharashtra,Metro,110099,Skincare,COD,SwiftLogix,Google Ads,Delivered,904.0,61.0,0.0,401.0,73.0,0.0,843.0,843.0,0.0,401.0,73.0,25.0,344.0,False,700-999
BB528230,2025-05-22,C114732,Chennai,Tamil Nadu,Metro,110372,Skincare,Prepaid,SwiftLogix,Google Ads,Delivered,537.0,114.0,49.0,250.0,66.0,0.0,423.0,423.0,49.0,250.0,66.0,9.44,146.56,False,300-499
BB505577,2025-10-13,C114963,Delhi,Delhi,Metro,110211,Haircare,COD,SwiftLogix,Organic,Delivered,662.0,122.0,0.0,355.0,55.0,0.0,540.0,540.0,0.0,355.0,55.0,25.0,105.0,False,500-699
BB506323,2026-01-30,C106646,Hyderabad,Telangana,Metro,110316,Skincare,Prepaid,ZipEx,Google Ads,Delivered,859.0,54.0,0.0,372.0,78.0,0.0,805.0,805.0,0.0,372.0,78.0,16.1,338.9,False,700-999
BB512752,2026-02-15,C115427,Pune,Maharashtra,Tier2,110442,Home Cleaning,COD,ZipEx,Google Ads,Delivered,292.0,3.0,49.0,219.0,95.0,0.0,289.0,289.0,49.0,219.0,95.0,25.0,-1.0,True,Under 300
BB521777,2025-08-11,C103827,Siliguri,West Bengal,Tier3,110750,Household Staples,COD,BharatShip,Meta Ads,Delivered,475.0,104.0,49.0,354.0,95.0,0.0,371.0,371.0,49.0,354.0,95.0,25.0,-54.0,True,300-499
BB507213,2026-01-20,C103421,Mumbai,Maharashtra,Metro,110134,Skincare,COD,BharatShip,Meta Ads,Delivered,1084.0,34.0,0.0,406.0,68.0,0.0,1050.0,1050.0,0.0,406.0,68.0,25.0,551.0,False,1000+
BB521466,2025-06-09,C115887,Lucknow,Uttar Pradesh,Tier2,110568,Household Staples,COD,ZipEx,Meta Ads,Delivered,405.0,107.0,49.0,325.0,88.0,0.0,298.0,298.0,49.0,325.0,88.0,25.0,-91.0,True,Under 300
BB536524,2025-05-11,C102830,Jaipur,Rajasthan,Tier2,110519,Baby Care,COD,BharatShip,Google Ads,Delivered,541.0,13.0,0.0,357.0,73.0,0.0,528.0,528.0,0.0,357.0,73.0,25.0,73.0,False,500-699
BB506563,2025-04-16,C114052,Mumbai,Maharashtra,Metro,110176,Baby Care,Prepaid,SwiftLogix,Meta Ads,Delivered,1290.0,17.0,0.0,785.0,68.0,0.0,1273.0,1273.0,0.0,785.0,68.0,25.46,394.54,False,1000+
BB508658,2025-11-03,C111833,Guwahati,Assam,Tier3,110680,Skincare,COD,BharatShip,Organic,Delivered,555.0,71.0,49.0,256.0,95.0,0.0,484.0,484.0,49.0,256.0,95.0,25.0,157.0,False,300-499
BB501104,2025-10-16,C103454,Delhi,Delhi,Metro,110253,Home Cleaning,Prepaid,SwiftLogix,Google Ads,Delivered,711.0,83.0,0.0,521.0,73.0,0.0,628.0,628.0,0.0,521.0,73.0,12.56,21.44,False,500-699
BB514434,2026-01-23,C102253,Hyderabad,Telangana,Metro,110330,Haircare,COD,SwiftLogix,Meta Ads,Delivered,505.0,10.0,49.0,260.0,64.0,0.0,495.0,495.0,49.0,260.0,64.0,25.0,195.0,False,300-499
BB514011,2025-05-23,C103404,Lucknow,Uttar Pradesh,Tier2,110568,Home Cleaning,Prepaid,BharatShip,Google Ads,Delivered,544.0,17.0,0.0,418.0,81.0,0.0,527.0,527.0,0.0,418.0,81.0,10.54,17.46,False,500-699
BB518861,2025-10-30,C111392,Pune,Maharashtra,Tier2,110463,Haircare,COD,ZipEx,Referral,Delivered,807.0,47.0,0.0,401.0,97.0,0.0,760.0,760.0,0.0,401.0,97.0,25.0,237.0,False,700-999
BB503056,2025-11-06,C113959,Bengaluru,Karnataka,Metro,110064,Haircare,COD,ZipEx,Organic,Delivered,813.0,108.0,0.0,391.0,55.0,0.0,705.0,705.0,0.0,391.0,55.0,25.0,234.0,False,700-999
BB526264,2026-03-21,C102185,Kochi,Kerala,Tier2,110603,Haircare,Prepaid,BharatShip,Organic,Delivered,1063.0,198.0,0.0,557.0,77.0,0.0,865.0,865.0,0.0,557.0,77.0,17.3,213.7,False,700-999
BB506909,2025-08-25,C114471,Chennai,Tamil Nadu,Metro,110358,Haircare,Prepaid,SwiftLogix,Google Ads,Delivered,1082.0,168.0,0.0,544.0,61.0,0.0,914.0,914.0,0.0,544.0,61.0,18.28,290.72,False,700-999
BB533008,2025-06-18,C102674,Lucknow,Uttar Pradesh,Tier2,110547,Household Staples,COD,BharatShip,Google Ads,Delivered,585.0,82.0,0.0,462.0,77.0,0.0,503.0,503.0,0.0,462.0,77.0,25.0,-61.0,True,500-699
BB525356,2025-05-11,C110773,Jaipur,Rajasthan,Tier2,110484,Haircare,COD,SwiftLogix,Referral,Delivered,798.0,65.0,0.0,410.0,78.0,0.0,733.0,733.0,0.0,410.0,78.0,25.0,220.0,False,700-999
BB503592,2025-12-14,C100136,Indore,Madhya Pradesh,Tier2,110631,Haircare,COD,BharatShip,Referral,Delivered,900.0,150.0,0.0,551.0,74.0,0.0,750.0,750.0,0.0,551.0,74.0,25.0,100.0,False,700-999
BB506544,2026-02-02,C110299,Delhi,Delhi,Metro,110267,Skincare,Prepaid,SwiftLogix,Google Ads,Delivered,810.0,45.0,0.0,401.0,76.0,0.0,765.0,765.0,0.0,401.0,76.0,15.3,272.7,False,700-999
BB534295,2025-07-23,C113012,Indore,Madhya Pradesh,Tier2,110617,Home Cleaning,COD,BharatShip,Google Ads,Delivered,424.0,89.0,49.0,301.0,94.0,0.0,335.0,335.0,49.0,301.0,94.0,25.0,-36.0,True,300-499
BB520116,2026-02-07,C100830,Hyderabad,Telangana,Metro,110323,Skincare,Prepaid,SwiftLogix,Organic,Delivered,458.0,94.0,49.0,190.0,60.0,0.0,364.0,364.0,49.0,190.0,60.0,8.26,154.74,False,300-499
BB504939,2025-11-20,C102931,Bengaluru,Karnataka,Metro,110057,Skincare,Prepaid,SwiftLogix,Organic,Delivered,681.0,99.0,0.0,282.0,66.0,0.0,582.0,582.0,0.0,282.0,66.0,11.64,222.36,False,500-699
BB523690,2025-11-18,C106504,Guwahati,Assam,Tier3,110659,Home Cleaning,COD,BharatShip,Influencer,Delivered,1171.0,390.0,0.0,858.0,125.0,0.0,781.0,781.0,0.0,858.0,125.0,25.0,-227.0,True,700-999
BB514048,2025-04-24,C100579,Delhi,Delhi,Metro,110274,Haircare,Prepaid,ZipEx,Influencer,Delivered,723.0,120.0,0.0,398.0,61.0,0.0,603.0,603.0,0.0,398.0,61.0,12.06,131.94,False,500-699
BB519895,2025-07-21,C107751,Chennai,Tamil Nadu,Metro,110407,Haircare,Prepaid,ZipEx,Organic,Delivered,805.0,120.0,0.0,396.0,72.0,0.0,685.0,685.0,0.0,396.0,72.0,13.7,203.3,False,500-699
BB508646,2025-10-01,C109026,Hyderabad,Telangana,Metro,110330,Skincare,COD,BharatShip,Google Ads,Cancelled,951.0,126.0,0.0,423.0,0.0,0.0,825.0,0.0,0.0,0.0,0.0,0.0,0.0,False,700-999
BB506111,2025-07-25,C103531,Guwahati,Assam,Tier3,110694,Skincare,COD,BharatShip,Google Ads,Delivered,534.0,31.0,0.0,279.0,102.0,0.0,503.0,503.0,0.0,279.0,102.0,25.0,97.0,False,500-699
BB507498,2025-09-03,C106825,Chennai,Tamil Nadu,Metro,110407,Home Cleaning,COD,SwiftLogix,Meta Ads,Delivered,767.0,179.0,0.0,543.0,57.0,0.0,588.0,588.0,0.0,543.0,57.0,25.0,-37.0,True,500-699
BB501839,2025-12-11,C100055,Delhi,Delhi,Metro,110253,Baby Care,COD,BharatShip,Google Ads,Delivered,1392.0,99.0,0.0,858.0,68.0,0.0,1293.0,1293.0,0.0,858.0,68.0,25.0,342.0,False,1000+
BB530006,2026-01-06,C111640,Lucknow,Uttar Pradesh,Tier2,110533,Household Staples,COD,BharatShip,Meta Ads,RTO,672.0,8.0,0.0,520.0,88.0,136.0,664.0,0.0,0.0,78.0,224.0,0.0,-302.0,True,500-699
BB538038,2025-09-11,C104825,Hyderabad,Telangana,Metro,110281,Home Cleaning,Prepaid,ZipEx,Organic,Delivered,287.0,29.0,49.0,199.0,54.0,0.0,258.0,258.0,49.0,199.0,54.0,6.14,47.86,False,Under 300
BB534098,2025-11-19,C106163,Mumbai,Maharashtra,Metro,110190,Haircare,Prepaid,ZipEx,Meta Ads,Delivered,1014.0,187.0,0.0,511.0,50.0,0.0,827.0,827.0,0.0,511.0,50.0,16.54,249.46,False,700-999
BB526206,2025-08-23,C105337,Mumbai,Maharashtra,Metro,110148,Haircare,COD,SwiftLogix,Meta Ads,Delivered,428.0,63.0,49.0,239.0,50.0,0.0,365.0,365.0,49.0,239.0,50.0,25.0,100.0,False,300-499
BB500405,2025-10-22,C115075,Indore,Madhya Pradesh,Tier2,110617,Home Cleaning,COD,SwiftLogix,Meta Ads,Delivered,295.0,31.0,49.0,224.0,79.0,0.0,264.0,264.0,49.0,224.0,79.0,25.0,-15.0,True,Under 300
BB500592,2025-06-22,C104668,Bengaluru,Karnataka,Metro,110085,Baby Care,COD,BharatShip,Meta Ads,Delivered,910.0,7.0,0.0,644.0,54.0,0.0,903.0,903.0,0.0,644.0,54.0,25.0,180.0,False,700-999
BB527086,2025-10-10,C114951,Mumbai,Maharashtra,Metro,110106,Haircare,COD,SwiftLogix,Organic,Delivered,639.0,70.0,0.0,304.0,74.0,0.0,569.0,569.0,0.0,304.0,74.0,25.0,166.0,False,500-699
BB529122,2026-02-13,C108109,Indore,Madhya Pradesh,Tier2,110617,Skincare,COD,BharatShip,Influencer,Delivered,776.0,81.0,0.0,393.0,80.0,0.0,695.0,695.0,0.0,393.0,80.0,25.0,197.0,False,500-699
BB518904,2025-05-08,C101428,Lucknow,Uttar Pradesh,Tier2,110526,Haircare,COD,SwiftLogix,Meta Ads,Delivered,156.0,13.0,49.0,80.0,76.0,0.0,143.0,143.0,49.0,80.0,76.0,25.0,11.0,False,Under 300
BB534287,2025-07-19,C104326,Mumbai,Maharashtra,Metro,110183,Home Cleaning,COD,SwiftLogix,Google Ads,RTO,203.0,7.0,49.0,154.0,55.0,85.0,196.0,0.0,0.0,23.099999999999998,140.0,0.0,-163.1,True,Under 300
BB520008,2025-04-21,C112392,Pune,Maharashtra,Tier2,110428,Home Cleaning,COD,BharatShip,Organic,Delivered,521.0,13.0,0.0,392.0,79.0,0.0,508.0,508.0,0.0,392.0,79.0,25.0,12.0,False,500-699
BB502236,2025-06-13,C101893,Chennai,Tamil Nadu,Metro,110351,Baby Care,COD,ZipEx,Meta Ads,Delivered,708.0,78.0,0.0,389.0,72.0,0.0,630.0,630.0,0.0,389.0,72.0,25.0,144.0,False,500-699
BB523332,2025-08-04,C106727,Mumbai,Maharashtra,Metro,110120,Haircare,COD,ZipEx,Referral,Delivered,526.0,39.0,49.0,276.0,70.0,0.0,487.0,487.0,49.0,276.0,70.0,25.0,165.0,False,300-499
BB530610,2025-05-15,C101629,Hyderabad,Telangana,Metro,110281,Home Cleaning,Prepaid,BharatShip,Google Ads,RTO,529.0,181.0,49.0,386.0,56.0,87.0,348.0,0.0,0.0,57.9,143.0,0.0,-200.9,True,300-499
BB526837,2026-01-21,C100829,Mumbai,Maharashtra,Metro,110099,Baby Care,COD,SwiftLogix,Google Ads,Delivered,693.0,174.0,0.0,399.0,70.0,0.0,519.0,519.0,0.0,399.0,70.0,25.0,25.0,False,500-699
BB514333,2025-06-22,C102210,Mumbai,Maharashtra,Metro,110106,Skincare,COD,SwiftLogix,Google Ads,Delivered,599.0,160.0,49.0,281.0,69.0,0.0,439.0,439.0,49.0,281.0,69.0,25.0,113.0,False,300-499
BB527614,2025-04-19,C104523,Bengaluru,Karnataka,Metro,110036,Skincare,Prepaid,SwiftLogix,Influencer,Delivered,850.0,78.0,0.0,423.0,57.0,0.0,772.0,772.0,0.0,423.0,57.0,15.44,276.56,False,700-999
BB537335,2025-10-24,C100741,Lucknow,Uttar Pradesh,Tier2,110533,Household Staples,Prepaid,BharatShip,Google Ads,Delivered,600.0,168.0,49.0,514.0,102.0,0.0,432.0,432.0,49.0,514.0,102.0,9.62,-144.62,True,300-499
BB513160,2025-10-08,C111177,Lucknow,Uttar Pradesh,Tier2,110540,Household Staples,Prepaid,BharatShip,Influencer,Delivered,333.0,16.0,49.0,258.0,110.0,0.0,317.0,317.0,49.0,258.0,110.0,7.32,-9.32,True,300-499
BB521361,2025-08-05,C113024,Mumbai,Maharashtra,Metro,110169,Home Cleaning,Prepaid,ZipEx,Meta Ads,Delivered,780.0,210.0,0.0,528.0,58.0,0.0,570.0,570.0,0.0,528.0,58.0,11.4,-27.4,True,500-699
BB516958,2025-08-27,C108724,Bhagalpur,Bihar,Tier3,110827,Home Cleaning,COD,ZipEx,Google Ads,Cancelled,741.0,165.0,0.0,547.0,0.0,0.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,False,500-699
BB509238,2026-01-19,C114985,Bengaluru,Karnataka,Metro,110036,Home Cleaning,COD,SwiftLogix,Meta Ads,Delivered,325.0,41.0,49.0,215.0,71.0,0.0,284.0,284.0,49.0,215.0,71.0,25.0,22.0,False,Under 300
BB526639,2025-07-20,C104881,Delhi,Delhi,Metro,110204,Home Cleaning,Prepaid,SwiftLogix,Meta Ads,Delivered,691.0,113.0,0.0,491.0,69.0,0.0,578.0,578.0,0.0,491.0,69.0,11.56,6.44,False,500-699
BB538363,2026-02-06,C105173,Indore,Madhya Pradesh,Tier2,110617,Skincare,Prepaid,ZipEx,Organic,Delivered,984.0,66.0,0.0,488.0,80.0,0.0,918.0,918.0,0.0,488.0,80.0,18.36,331.64,False,700-999
BB522757,2025-07-09,C112732,Mumbai,Maharashtra,Metro,110141,Baby Care,COD,ZipEx,Organic,Delivered,863.0,104.0,0.0,572.0,69.0,0.0,759.0,759.0,0.0,572.0,69.0,25.0,93.0,False,700-999
BB539223,2025-09-16,C110089,Guwahati,Assam,Tier3,110680,Household Staples,COD,SwiftLogix,Meta Ads,Delivered,789.0,58.0,0.0,677.0,103.0,0.0,731.0,731.0,0.0,677.0,103.0,25.0,-74.0,True,700-999
